web-scraper-order,web-scraper-start-url,newsselector,newsselector-href,title,description,images-src,topic
"1728749825-153","https://www.thedailystar.net/sports","Latham wants NZ to take the game to India in Test series","https://www.thedailystar.net/sports/cricket/news/latham-wants-nz-take-the-game-india-test-series-3725316","","Latham said he did not envisage much of a change to the side's approach under his leadership.","",""
"1728749825-154","https://www.thedailystar.net/sports","Latham wants NZ to take the game to India in Test series","https://www.thedailystar.net/sports/cricket/news/latham-wants-nz-take-the-game-india-test-series-3725316","","""We've obviously done a lot of good stuff as a Test team over a period of time, and it's about trying to take all the good stuff that we've been doing, try to continue doing that,"" he said.","",""
"1728749825-155","https://www.thedailystar.net/sports","Latham wants NZ to take the game to India in Test series","https://www.thedailystar.net/sports/cricket/news/latham-wants-nz-take-the-game-india-test-series-3725316","","""And I think for me, it's just about putting my spin on things. And that may look different, it may look slightly the same, but wait and see, it's obviously not going to change overnight.""","",""
"1728749825-156","https://www.thedailystar.net/sports","Latham wants NZ to take the game to India in Test series","https://www.thedailystar.net/sports/cricket/news/latham-wants-nz-take-the-game-india-test-series-3725316","","Latham has already captained the Black Caps on several occasions on a temporary basis, mainly when his predecessor but one, Kane Williamson, was injured.","",""
"1728749825-157","https://www.thedailystar.net/sports","Latham wants NZ to take the game to India in Test series","https://www.thedailystar.net/sports/cricket/news/latham-wants-nz-take-the-game-india-test-series-3725316","","Williamson has been ruled out of the first Test, which starts in Bengaluru on Wednesday, due to a groin injury sustained against Sri Lanka and did not travel with the squad on Friday.","",""
"1728749825-158","https://www.thedailystar.net/sports","Latham wants NZ to take the game to India in Test series","https://www.thedailystar.net/sports/cricket/news/latham-wants-nz-take-the-game-india-test-series-3725316","","","https://tds-images.thedailystar.net/sites/default/files/styles/big_202/public/images/2024/10/11/ipiccy_image_27.jpg",""
"1728749825-159","https://www.thedailystar.net/sports","Latham wants NZ to take the game to India in Test series","https://www.thedailystar.net/sports/cricket/news/latham-wants-nz-take-the-game-india-test-series-3725316","","","","Cricket"
"1728749828-160","https://www.thedailystar.net/sports","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","https://www.thedailystar.net/sports/cricket/news/bavuma-injured-markram-lead-proteas-first-test-bangladesh-3725356","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","","",""
"1728749828-161","https://www.thedailystar.net/sports","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","https://www.thedailystar.net/sports/cricket/news/bavuma-injured-markram-lead-proteas-first-test-bangladesh-3725356","","Aiden Markram will replace Temba Bavuma as South Africa captain for the first Test against Bangladesh later this month, Cricket South Africa said on Friday.","",""
"1728749828-162","https://www.thedailystar.net/sports","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","https://www.thedailystar.net/sports/cricket/news/bavuma-injured-markram-lead-proteas-first-test-bangladesh-3725356","","Bavuma, 34, has been ruled out of the first Test after scans revealed a left tricep muscle strain suffered in the One Day International series against Ireland in the United Arab Emirates last week.","",""
"1728749828-163","https://www.thedailystar.net/sports","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","https://www.thedailystar.net/sports/cricket/news/bavuma-injured-markram-lead-proteas-first-test-bangladesh-3725356","","But he will travel with the squad to Dhaka on Tuesday and continue his recovery under the supervision of the South African medical team in preparation for the second Test.","",""
"1728749828-164","https://www.thedailystar.net/sports","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","https://www.thedailystar.net/sports/cricket/news/bavuma-injured-markram-lead-proteas-first-test-bangladesh-3725356","","Markram takes over the captaincy for the first Test in the Bangladeshi capital, starting on Oct. 21, with Dewald Brevis added to the squad as cover. It is a maiden Test call-up for the 21-year-old.","",""
"1728749828-165","https://www.thedailystar.net/sports","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","https://www.thedailystar.net/sports/cricket/news/bavuma-injured-markram-lead-proteas-first-test-bangladesh-3725356","","Fast bowler Lungi Ngidi was named as a replacement for Nandre Burger, who has a lumbar stress fracture and misses out.","",""
"1728749828-166","https://www.thedailystar.net/sports","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","https://www.thedailystar.net/sports/cricket/news/bavuma-injured-markram-lead-proteas-first-test-bangladesh-3725356","","The second Test is at Chattogram from Oct. 29-Nov. 2.","",""
"1728749828-167","https://www.thedailystar.net/sports","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","https://www.thedailystar.net/sports/cricket/news/bavuma-injured-markram-lead-proteas-first-test-bangladesh-3725356","","Squad:","",""
"1728749828-168","https://www.thedailystar.net/sports","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","https://www.thedailystar.net/sports/cricket/news/bavuma-injured-markram-lead-proteas-first-test-bangladesh-3725356","","Temba Bavuma (captain), David Bedingham, Matthew Breetzke, Dewald Brevis, Tony de Zorzi, Keshav Maharaj, Aiden Markram, Wiaan Mulder, Senuran Muthusamy, Lungi Ngidi, Dane Paterson, Dane Piedt, Kagiso Rabada, Tristan Stubbs, Ryan Rickelton, Kyle Verreynne.","",""
"1728749828-169","https://www.thedailystar.net/sports","With Bavuma injured, Markram to lead Proteas in first Test in Bangladesh","https://www.thedailystar.net/sports/cricket/news/bavuma-injured-markram-lead-proteas-first-test-bangladesh-3725356","","","","Cricket"
"1728749831-170","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","Sports bodies reeling from the changeover","","",""
"1728749831-171","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","While the July Uprising has ushered in a new era in Bangladesh, leading to promising reforms in different sectors, the immediate impact of the changeover on the sporting landscape has not been positive.","",""
"1728749831-172","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","With high-ups of 45 national sports federations either in hiding or removed by the interim government, most federations are struggling to continue daily activities, let alone hold tournaments or send athletes abroad.","",""
"1728749831-173","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","In order to carry out reforms, the Ministry of Youth and Sports formed a five-member Search Committee in late August and asked it to submit its recommendations to reform the country's sports within two months. However, the committee is yet to make any visible headway in reforms or provide guidelines to federations, which have been orphaned as a consequence of the post-Uprising turmoil.","",""
"1728749831-174","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","Apart from Bangladesh Cricket Board, which had an amicable changeup of key personnel, and Bangladesh Football Federation, which has largely been kept out of the government's interference, other sports federations have been dilapidated due to the change of power, and are left looking towards the Search Committee for decisions and guidelines.","",""
"1728749831-175","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","Office bearers of some major federations have pointed out two factors creating roadblocks in carrying out their scheduled events: financial issues arising from the absence of signatories and a lack of decisions from authorised committees.","",""
"1728749831-176","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","With general secretary Abdur Rokib Montu, a former assistant attorney general of the Awami League government and a central committee member of the Awami Jubo League, resigning from his post in the third week of August, and the removal of president Tofazzal Hossain Miah -- also a principal secretary of the Awami League government -- on September 10, the Bangladesh Athletics Federation (BAF) is struggling to perform daily activities due to a lack of funds and the absence of signatories.","",""
"1728749831-177","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","""We had been running a national camp at BKSP since June but were forced to stop it on August 21 due to the shortage of money. We also postponed October's scheduled Summer Athletics meet,"" said executive committee member Farukul Islam, who previously served as the federation's general secretary for two terms.

The BAF official also mentioned that a proposed junior camp has been postponed, and they are struggling to pay staff salaries due to the absence of bank signatories, adding that he suggested the Search Committee form an ad-hoc committee in athletics.","",""
"1728749831-178","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","The activities of Bangladesh Swimming Federation (BSF) were halted briefly due to the absence of its general secretary MB Saif, also secretary of Gopalganj Jubo League, following the government change. The federation had stopped its BKSP national swimming camp for December's World Championships in Hungary for three weeks but resumed on October 1 after getting financial assurance from the executive committee on September 17.

Vice-president Abdul Hamid said things have returned to normalcy, with the joint secretary now acting as general secretary, further informing that they are going to organise the national swimming championships from October 9 to 11.","",""
"1728749831-179","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","Bangladesh Hockey Federation's (BHF) activities hit a snag after most of the top brass, including general secretary AKM Mominul Haque Sayeed, a former ward councillor of the Awami League, went into hiding after August 5.","",""
"1728749831-180","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","The BHF was supposed to send 20 players to Europe to play in different leagues under technical adviser Gerhard Peter Rach, a move rescinded by the federation later due to the inclusion of a former Jubo League leader.","",""
"1728749831-181","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","BHF's joint secretary Ariful Haque Prince, also a deputy sports secretary of the Bangladesh Nationalist Party, said he renewed efforts to send the players to Europe, but that was stopped, adding that the representative of the federation president is currently looking after the federation's affairs.","",""
"1728749831-182","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","However, players are training in BKSP ahead of November's Men's and Women's Youth Hockey Championships.","",""
"1728749831-183","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","Bangladesh Shooting Sports Federation (BSSF) general secretary Intekhabul Hamid Apu, the younger brother of former state minister for energy Nasrul Hamid, left the country before August 5 and has not returned since. The discipline has failed to produce good athletes and results in international meets during Apu's 12-year reign.","",""
"1728749831-184","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","With the president also removed, the federation is struggling to continue its camp due to lack of finances, informed Joint Secretary Mustaque Waise, adding that around 14 players have been training under local coaches.","",""
"1728749831-185","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","Though the Bangladesh Chess Federation (BCF) president and former IGP Benzir Ahmed quietly left the country months before the government's ouster, the federation did not face much problem in continuing its activities. The BCF recently sent teams to the 45th Chess Olympiad in Hungary, while rating chess tournaments are being held regularly at home.","",""
"1728749831-186","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","Former Dhaka North City Corporation mayor Atiqul Islam had helped make a buzz by organising international tournaments and sending the national team abroad since becoming president in 2015, but his absence and subsequent removal have completely stopped all volleyball-related activities.","",""
"1728749831-187","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","The scheduled Asian Senior Men's Central Zone International Volleyball Championship has been postponed, while the national team's training camp has been stopped.","",""
"1728749831-188","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","Long-serving general secretary Ashiqur Rahman Miku informed that they don't have a shortage of money, but there are some restrictions from the National Sports Council in using funds at the moment.","",""
"1728749831-189","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","DMP Commissioner Habibur Rahman, a long-serving general secretary of the Bangladesh Kabaddi Federation (BKF), was removed on September 1, three days before BKF president and former IGP Abdullah Al Mamun was removed.","",""
"1728749831-190","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","During Habibur's tenure, many domestic and international events were held, but now the federation's activities have stalled.","",""
"1728749831-191","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","Joint secretary SM Nawaz Shohag informed that they have been struggling to withdraw money from banks due to the absence of signatures. On top of that, an army camp at the kabaddi stadium premises has stopped training from taking place.","",""
"1728749831-192","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","The BKF official also informed that they have postponed the national kabaddi championship after the completion of upazila level, cancelled the proposed women's franchise league, while participation in the World Beach Kabaddi in Iran did not get the ministry's approval.","",""
"1728749831-193","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","Bangladesh Archery Federation's general secretary Kazi Razibuddin Ahmed Chapal said that his office is being run as normal, despite the removal of the president, thanks to ""a system built over the years"". Chapal added that they have sent the youth archery team to the Junior Asian Cup in Chinese Taipei and will host the national youth championships from October 17 to 19.","",""
"1728749831-194","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","While there are exceptions like archery and chess, which have been some of the few professionally managed sporting federations in the country, most sports bodies are still reeling from the uncertainty and hierarchical void left in the aftermath of the July Uprising. These federations hope that the sporting authorities in general, and the Search Committee in particular, get their hands on deck to restore vibrancy to the country's sporting landscape.","",""
"1728749831-195","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","","",""
"1728749831-196","https://www.thedailystar.net/sports","Sports bodies reeling from the changeover","https://www.thedailystar.net/sports/more-sports/news/sports-bodies-reeling-the-changeover-3723131","","","","More Sports"
"1728749834-197","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","Wimbledon calls time on line judges in favour of electronic system","","",""
"1728749834-198","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","Wimbledon will break with tradition and replace line judges with electronic line calling from next year's championships, the All England Club confirmed on Wednesday.","",""
"1728749834-199","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","The sight of immaculately-dressed line judges standing or crouching at the side and back of the grass courts has been a feature at the Grand Slam for 147 years.","",""
"1728749834-200","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","Electronic line calling was first used as an experiment at the ATP Next Gen Finals in Milan in 2017 and was adopted more widely during the COVID-19 pandemic. It will be used on all courts across ATP Tour events from 2025.","",""
"1728749834-201","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","The Australian Open and U.S. Open have already replaced line judges with electronic calling although the French Open still relies on the human eye.","",""
"1728749834-202","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","Wimbledon said the Hawk Eye Live Electronic Line Calling (Live ELC) will also be used across the qualifying tournament.","",""
"1728749834-203","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","""Having reviewed the results of the testing undertaken at The Championships this year, we consider the technology to be sufficiently robust and the time is right to take this important step in seeking maximum accuracy in our officiating,"" AELTC chief executive Sally Bolton said in a statement.","",""
"1728749834-204","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","""For the players, it will offer them the same conditions they have played under at a number of other events on tour.""","",""
"1728749834-205","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","While popular with players, the decision will sadden traditionalists and likely mean the end of the arguments over line calls that are part of Wimbledon folklore, largely because of the antics of former champion John McEnroe who famously railed against the officials.","",""
"1728749834-206","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","It will also spell the end of the Hawk Eye challenges in which players can ask for a video review of a close call -- also a popular feature with fans.","",""
"1728749834-207","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","Chair umpires will be retained.","",""
"1728749834-208","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","""We take our responsibility to balance tradition and innovation at Wimbledon very seriously,"" Bolton added. ""Line umpires have played a central role in our officiating at The Championships for many decades and we recognise their valuable contribution and thank them for their commitment and service.""","",""
"1728749834-209","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","The electronic system, which reacts within one tenth of a second of the ball landing, is regarded as more accurate than human line judges who are often seen ducking for cover to avoid being struck by a 100mph serve.","",""
"1728749834-210","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","A simple computer-generated call of 'out' or 'fault' will now be the final word on line calls.","",""
"1728749834-211","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","In another change for the 138th Wimbledon, the women's and men's singles finals on the second Saturday and Sunday respectively will start at the later hour of 1600 local time, after the men's and women's doubles finals.","",""
"1728749834-212","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","""The doubles players competing in the finals will have increased certainty over their schedule and fans will enjoy each day's play as it builds towards the crescendo of the ladies' and gentlemen's singles finals with our champions being crowned in front of the largest possible worldwide audience,"" Bolton said.","",""
"1728749834-213","https://www.thedailystar.net/sports","Wimbledon calls time on line judges in favour of electronic system","https://www.thedailystar.net/tennis/news/wimbledon-calls-time-line-judges-favour-electronic-system-3723751","","","","Tennis"
"1728749837-214","https://www.thedailystar.net/sports","Archer Rubel leaves country for bread and butter","https://www.thedailystar.net/sports/more-sports/news/archer-rubel-leaves-country-bread-and-butter-3724126","Archer Rubel leaves country for bread and butter","","",""
"1728749837-215","https://www.thedailystar.net/sports","Archer Rubel leaves country for bread and butter","https://www.thedailystar.net/sports/more-sports/news/archer-rubel-leaves-country-bread-and-butter-3724126","","The country's top archer, Hakim Ahmed Rubel, left for the USA to settle down there for bread and butter, confirmed former archer Ashim Kumar on Wednesday.","",""
"1728749837-216","https://www.thedailystar.net/sports","Archer Rubel leaves country for bread and butter","https://www.thedailystar.net/sports/more-sports/news/archer-rubel-leaves-country-bread-and-butter-3724126","","""Rubel landed in New York on Tuesday morning, and as far as I know, Rubel came here to stay, as uncertainty loomed over his future as an archer in Bangladesh,"" US Green-card-holder Ashim told The Daily Star over the phone.","",""
"1728749837-217","https://www.thedailystar.net/sports","Archer Rubel leaves country for bread and butter","https://www.thedailystar.net/sports/more-sports/news/archer-rubel-leaves-country-bread-and-butter-3724126","","Rubel has spearheaded the national team in the recurve bow event since the suspension of Ruman Sana in late 2022.","",""
"1728749837-218","https://www.thedailystar.net/sports","Archer Rubel leaves country for bread and butter","https://www.thedailystar.net/sports/more-sports/news/archer-rubel-leaves-country-bread-and-butter-3724126","","Rubel has bagged several medals in international competitions. He was a gold-winning member of the recurve team event during the 2019 SA Games. He also won a silver and a bronze medal in team events at the Asian Championships in 2021. He was also a gold medalist in the 2023 Asian Grand Prix, in which he also bagged a silver medal in the 2022 edition.","",""
"1728749837-219","https://www.thedailystar.net/sports","Archer Rubel leaves country for bread and butter","https://www.thedailystar.net/sports/more-sports/news/archer-rubel-leaves-country-bread-and-butter-3724126","","Ashim also informed that Rubel initially communicated with him two to three months ago to express his intention to visit the USA, and that he finally contacted Ashim a week ago about his possible arrival in New York.","",""
"1728749837-220","https://www.thedailystar.net/sports","Archer Rubel leaves country for bread and butter","https://www.thedailystar.net/sports/more-sports/news/archer-rubel-leaves-country-bread-and-butter-3724126","","The former archer informed that Rubel would be starting his immigration process within a few days in a bid to get permission for a work permit in the USA.","",""
"1728749837-221","https://www.thedailystar.net/sports","Archer Rubel leaves country for bread and butter","https://www.thedailystar.net/sports/more-sports/news/archer-rubel-leaves-country-bread-and-butter-3724126","","Bangladesh Archery Federation general secretary Razib Uddin Ahmed Chapal told The Daily Star, ""Rubel left the camp for a week's leave, citing that his grandmother had passed away and that he needed some time to take his sick father for treatment.""","",""
"1728749837-222","https://www.thedailystar.net/sports","Archer Rubel leaves country for bread and butter","https://www.thedailystar.net/sports/more-sports/news/archer-rubel-leaves-country-bread-and-butter-3724126","","""Rubel could have left the country by informing us; we did not refrain from him, like what we did for Ashim Kumar. We may not fill the vacuum left by Rubel, but we won't get Rubel again,"" he added.","",""
"1728749837-223","https://www.thedailystar.net/sports","Archer Rubel leaves country for bread and butter","https://www.thedailystar.net/sports/more-sports/news/archer-rubel-leaves-country-bread-and-butter-3724126","","","","More Sports"
"1728749841-224","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","Rafael Nadal calls time on epic tennis career","","",""
"1728749841-225","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","Rafael Nadal on Thursday announced he will retire after the Davis Cup finals in November, ending a career which brought 22 Grand Slam titles, global respect and inspired epic, iconic rivalries with Roger Federer and Novak Djokovic.","",""
"1728749841-226","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","""I am retiring from professional tennis. The reality is that it has been some difficult years, these last two especially,"" Nadal said in a video on social media.","",""
"1728749841-227","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","""It is obviously a difficult decision, one that has taken me some time to make. But in this life everything has a beginning and an end.""","",""
"1728749841-228","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","The 38-year-old Spaniard is set to end his two decades as a professional with 92 titles and prize money alone of $135 million.","",""
"1728749841-229","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","He dominated the French Open where he won 14 of his majors, his first arriving just days after his 19th birthday in 2005, his last in 2022 making him the event's oldest champion.","",""
"1728749841-230","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","On the famous crushed brick of Roland Garros, he lost just three times in 115 matches.","",""
"1728749841-231","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","He was also a four-time champion at the US Open and a two-time winner at the Australian Open, his first triumph coming in 2009; his second 13 years later.","",""
"1728749841-232","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","Nadal also won Wimbledon twice, in 2008 and 2010 despite grass considered to be the surface most likely to expose any shortcomings in his game.","",""
"1728749841-233","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","His five-set victory over Roger Federer in the 2008 championship match, which ended in almost complete darkness at the All England Club, is widely regarded as the greatest Slam final ever played.","",""
"1728749841-234","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","Nadal claimed a career Golden Slam when he took Olympic Games gold in 2008. For good measure, he also won five Davis Cups.","",""
"1728749841-235","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","Nadal was a five-time year-end world number one and never left the top 10 from 2005 until March this year.","",""
"1728749841-236","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","In total, he spent 209 weeks in top spot and between 2004 and 2022, won at least one title every year.","",""
"1728749841-237","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","In his long rivalry with close friend Federer, who retired last year, he enjoyed a 24-16 edge. Nadal surpassed Federer's mark of 20 majors in Australia last year.","",""
"1728749841-238","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","He and Djokovic, the all-time leader with 24 men's Grand Slam titles, met 60 times with the Serb just ahead by two.","",""
"1728749841-239","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","An underpowered Nadal was swept aside by Djokovic in straight sets in their final meeting at this year's Paris Olympics.","",""
"1728749841-240","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","Despite his record-breaking career, Nadal was plagued by injuries, a painful by-product of his all-action, brutal-hitting style.","",""
"1728749841-241","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","- Injury-plagued-","",""
"1728749841-242","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","Ankle, wrist, knee, elbow and abdominal problems caused him to sit out 16 Grand Slam tournaments and withdraw mid-event on five occasions at the majors.","",""
"1728749841-243","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","At the 2022 French Open, he admitted that his title charge would have been impossible without daily pain-killing injections in his foot.","",""
