web-scraper-order,web-scraper-start-url,news-selector,news-selector-href,title,description,images-src
"1728743550-11","https://www.prothomalo.com/sports","ভারতীয় পুলিশের ডিএসপি হলেন সিরাজ, পেলেন প্লটও","https://www.prothomalo.com/sports/cricket/luzh17lxus","","বাংলাদেশের বিপক্ষে টেস্ট সিরিজটা যে তাঁর ভালো কেটেছে, তা বলা যাবে না। দুই টেস্ট মিলিয়ে মাত্র ৪ উইকেট পেয়েছেন মোহাম্মদ সিরাজ। তবে নিউজিল্যান্ডের বিপক্ষে টেস্ট সিরিজের দলে থাকতে কোনো সমস্যা হয়নি ভারতীয় ফাস্ট বোলারের।",""
"1728743550-12","https://www.prothomalo.com/sports","ভারতীয় পুলিশের ডিএসপি হলেন সিরাজ, পেলেন প্লটও","https://www.prothomalo.com/sports/cricket/luzh17lxus","","নিউজিল্যান্ডের বিপক্ষে টেস্ট সিরিজে নাম থাকার পর আরেকটি সুখবরও পেয়েছেন সিরাজ। হায়দরাবাদের ছেলে তেলেঙ্গানা রাজ্য পুলিশের ডিএসপি (ডেপুটি সুপারিনটেনডেন্ট অব পুলিশ) হয়েছেন। তেলেঙ্গানা পুলিশের ডিজিপি জিতেন্দ্রর সঙ্গে দেখা হওয়ার পর গতকাল আনুষ্ঠানিকভাবে সিরাজ দায়িত্ব বুঝে নিয়েছেন।",""
"1728743550-13","https://www.prothomalo.com/sports","ভারতীয় পুলিশের ডিএসপি হলেন সিরাজ, পেলেন প্লটও","https://www.prothomalo.com/sports/cricket/luzh17lxus","","এ বছরের জুনে ওয়েস্ট ইন্ডিজ ও যুক্তরাষ্ট্রে সর্বশেষ টি–টোয়েন্টি বিশ্বকাপ খেলে সিরাজ তাঁর শহরে ফিরলে তাঁকে সংবর্ধনা দেওয়া হয়। এ সময় তেলেঙ্গানার মুখ্যমন্ত্রী এ রেভনাথ রেড্ডি বিশ্বকাপজয়ী সিরাজকে একটি সরকারি চাকরি ও একটি প্লট দেওয়ার প্রতিশ্রুতি দেন।",""
"1728743550-14","https://www.prothomalo.com/sports","ভারতীয় পুলিশের ডিএসপি হলেন সিরাজ, পেলেন প্লটও","https://www.prothomalo.com/sports/cricket/luzh17lxus","","রেভনাথ তাঁর প্রতিশ্রুতি পূরণ করেছেন। সিরাজকে সরকারি চাকরির পাশাপাশি হায়দরাবাদের জুবিলি হিলস এলাকায় ৬০০ বর্গফুটের একটি প্লটও দিয়েছেন। ভারতের শীর্ষ তিন ফাস্ট বোলারের একজন সিরাজ দেশটির হয়ে এখন পর্যন্ত ২৯ টেস্ট, ৪৪ ওয়ানডে ও ১৬টি টি–টোয়েন্টি খেলেছেন। টেস্টে ৭৮, ওয়ানডেতে ৭১ ও টি–টোয়েন্টিতে ১৪ উইকেট নিয়েছেন তিনি।",""
"1728743550-15","https://www.prothomalo.com/sports","ভারতীয় পুলিশের ডিএসপি হলেন সিরাজ, পেলেন প্লটও","https://www.prothomalo.com/sports/cricket/luzh17lxus","","এর আগে ভারতের বিশ্বকাপজয়ী অধিনায়ক মহেন্দ্র সিং ধোনি ও কপিল দেব এবং কিংবদন্তি ব্যাটসম্যান শচীন টেন্ডুলকারকেও ভারতের নিরাপত্তা বাহিনীতে চাকরি দেওয়া হয়েছিল। তবে এঁদের কেউই পেশাদারভাবে কাজ করেননি। ২০০৭ টি–টোয়েন্টি বিশ্বকাপ ফাইনালে শেষ ওভারে নায়ক বনে যাওয়া যোগিন্দর শর্মাকে ডিএসপি পদে চাকরি দিয়েছিল হরিয়ানা রাজ্য সরকার। তিনি এখন পুলিশে কর্মরত।",""
"1728743550-16","https://www.prothomalo.com/sports","ভারতীয় পুলিশের ডিএসপি হলেন সিরাজ, পেলেন প্লটও","https://www.prothomalo.com/sports/cricket/luzh17lxus","","","https://images.prothomalo.com/prothomalo-bangla%2F2024-10-12%2Fhpu96xfn%2FGZqLao2WsAAXlD5.jpeg?rect=0%2C25%2C680%2C453&auto=format%2Ccompress&fmt=webp&format=webp&w=640&dpr=1.0"
"1728743554-17","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","",""
"1728743554-18","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","২০২০ সালে বাফুফের সর্বশেষ নির্বাচনে সভাপতি পদে প্রার্থী হওয়ার ঘোষণা দিয়েও অজ্ঞাত কারণে শেষ পর্যন্ত নির্বাচনী মাঠে ছিলেন না তরফদার রুহুল আমিন। পরে দাবি করেন, তৎকালীন সরকারের উচ্চ মহল থেকে চাপ দেওয়ায় নাকি প্রার্থী হতে পারেননি। ৪ বছর পর একই পদে এবারও প্রার্থী হওয়ার ঘোষণা দিয়েছিলেন এই ব্যবসায়ী। কিন্তু গুঞ্জনকে সত্যি করে এবারও সভাপতি পদে প্রার্থী হচ্ছেন না তিনি। মনোনয়নপত্র বিক্রির শেষ দিনে আজ সিনিয়র সহসভাপতি পদে ফরম সংগ্রহ করেছেন সাইফ পাওয়ারটেকের ব্যবস্থাপনা পরিচালক।",""
"1728743554-19","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","বাফুফে ভবনে এসে তাঁর হয়ে মনোনয়নত্র তুলেছেন সাইফ পাওয়ারটেকের কর্মকর্তা নাজমুল করিম। সাংবাদিকদের নাজমুল বলেন, ‘স্যার ফুটবলের সঙ্গে ছিলেন, আছেন এবং থাকতে চান। সে জন্য ওনার পক্ষে আমরা সিনিয়র ভাইস প্রেসিডেন্ট পদে ফরম কিনেছি।’ তরফদার সভাপতি পদে প্রার্থী হচ্ছেন না কেন, এমন প্রশ্নে নাজমুল করিম বলেন, ‘বিষয়টা উনিই জানেন। এটা স্যারের একান্তই ব্যক্তিগত ব্যাপার। আমি ফুটবলের লোক নই ভাই। এত কঠিন প্রশ্ন আমাকে করবেন না।’ সঙ্গে যোগ করেন, ‘উনি ফুটবলের জন্য কাজ করতে চান। আর এখানে পদ–পদবি কোনো ব্যাপার নয়। ফুটবলের সঙ্গে থাকলেই তো হয়।’",""
"1728743554-20","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","সভাপতি পদে আজ মনোনয়নপত্র কিনেছেন বিলুপ্ত জেলা ও বিভাগীয় সংগঠক পরিষদ ফোরামের সাবেক সহসভাপতি আবদুল্লাহ আল ফুয়াদ রেদোয়ান ও বাংলাদেশ ফুটবল সাপোটার্স ফোরামের প্রতিষ্ঠাতা সাধারণ সম্পাদক শাহদাত হোসেন। সব মিলিয়ে সভাপতি পদে মনোনয়নপত্র কিনলেন চারজন। এর আগে কেনেন সাবেক ফুটবলার ও বাফুফের সাবেক সহসভাপতি তাবিথ আউয়াল ও দিনাজপুরের ফুটবল কোচ এ এফ এম মিজানুর রহমান চৌধুরী।",""
"1728743554-21","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","১৪ ও ১৫ অক্টোবর মনোনয়নপত্র জমা দেওয়ার দিন। তারপর নিশ্চিত হওয়া যাবে সভাপতি পদে প্রার্থী কয়জন থাকেন। বিসিবির সাবেক পরিচালক আবদুল্লাহ আল ফুয়াদ রেদোয়ান বাফুফের সহসভাপতি পদেও মনোনয়নপত্র কিনেছেন। শাহাদাত কিনেছেন সদস্য পদেও।",""
"1728743554-22","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","বাফুফের সভাপতি পদে মনোনয়নপত্র কেনার কারণ জানতে চাইলে রেদোয়ান বলেন, ‘গত ৪ বছর তৃণমূলে কোনো ফুটবল লিগ হয়নি। আমরা ফুটবল গ্রামগঞ্জে নিতে চাই। তাই সভাপতি পদে প্রার্থী হওয়ার ইচ্ছা আমার।’",""
"1728743554-23","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","গত ১৫ সেপ্টেম্বর ঢাকার একটি হোটেলে ঘটা করে তরফদারকে প্রার্থী হিসেবে মনোনয়ন দেওয়ার কথা বলা হয়েছিল জেলা ও বিভাগীয় সংগঠকদের পক্ষ থেকে। সেই মঞ্চে আবদুল্লাহ আল ফুয়াদ রেদোয়ানও ছিলেন। তরফদার কেন সরে গেলেন, সেই প্রশ্নে তিনি বলেন, ‘উনি না থাকলে আমরা কী করব! উনি কেন সরলেন উনিই বলতে পারবেন।’ তাঁর সভাপতি প্রার্থী হওয়াটা তাঁদের সংগঠনের সিদ্ধান্ত বলে জানান রেদোয়ান। তবে কোন সংগঠন জানতে চাইলে নামটা বলতে রাজি হননি (জানা গেছে জেলা ও বিভাগীয় সংগঠকদের অলিখিত সংগঠন)।",""
"1728743554-24","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","সিনিয়র সহভাপতি পদে আগেই মনোয়নপত্র কিনেছেন বসুন্ধরা কিংসের সভাপতি ও বাফুফের বর্তমান সহসভাপতি ইমরুল হাসান। তরফদার সিনিয়র সহসভাপতি পদে ফরম নেওয়ায় ইমরুল হাসান শেষ পর্যন্ত ভোটযুদ্ধে অবতীর্ণ না–ও হতে পারেন বলে ইমরুলের ঘনিষ্ঠসূত্রের দাবি। তরফদার ছাড়াও আজ সিনিয়র সহসভাপতি পদে মনোনয়নপত্র কেনেন নারায়ণগঞ্জের তৃণমূলের সংগঠক মনির হোসেন। তিনি ঢাকার পাইওনিয়ার লিগের একটি ক্লাবের সঙ্গে যুক্ত।",""
"1728743554-25","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","সহসভাপতি পদে আজ মনোনয়নপত্র কিনেছেন সাবেক ফুটবলার শফিকুল ইসলাম মানিক, সৈয়দ রুম্মান বিন ওয়ালী সাব্বির, ছাইদ হাসান কানন। তরফদারকে সভাপতি প্রার্থী ঘোষণার অনুষ্ঠানে মঞ্চে ছিলেন মানিক, সাব্বিররাও। মানিক বাফুফের গত নির্বাচনে সভাপতি পদে প্রার্থী ছিলেন। ২০১৬ সালে সহসভাপতি পদে প্রার্থী ছিলেন সাব্বির। তাঁরা অভিন্ন সুরে বলেন, ফুটবলের জন্য কাজ করতে চান বলেই বাফুফেতে আসার ইচ্ছা।",""
"1728743554-26","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","সহসভাপতির ৪টি পদের জন্য ১২টি মনোনয়নপত্র কিনেছেন নাসের শাহরিয়ার জাহেদী, ফাহাদ করিম, ইকবাল হোসেন, সাব্বির আহমেদ, ওয়াহিদ উদ্দীন, রশিদ শিমুল ইসলাম, সৈয়দ রুম্মান বিন ওয়ালী সাব্বির, আবদুল্লাহ আল ফুয়াদ রেদোয়ান, শফিকুল ইসলাম মানিক, সত্যজিৎ দাশ রুপু, মিসবাহ আহমেদ বিন সামাদ চৌধুরী ও ছাইদ হাসান কানন। সদস্য পদে বিক্রি হয়েছে ৪৩টি মনোনয়নত্র।",""
"1728743554-27","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","অন্য সব ক্রীড়া ফেডারেশনের নির্বাচনে প্রার্থী হতে কাউন্সিলর হতে হয়। তবে ব্যতিক্রম ফুটবল। এখানে কাউন্সিলর না হয়েও নির্বাচনে অংশ নেওয়া যায়। যার ইচ্ছা সে-ই মনোনয়ন ফরম কিনতে পারেন। এই সুযোগে ফুটবল জগতে অজানা–অচেনা ব্যক্তিও বাফুফের নির্বাচনে প্রার্থী হতে মনোয়নপত্র কিনেছেন। ২১টি পদের জন্য মনোনয়নপত্র বিক্রি হয়েছে মোট ৬২টি।",""
"1728743554-28","https://www.prothomalo.com/sports","ঘোষণা দিয়েও সভাপতি পদে প্রার্থী হচ্ছেন না তরফদার","https://www.prothomalo.com/sports/football/wb4b2a21ay","","","https://images.prothomalo.com/prothomalo-bangla%2F2024-09-15%2Fz6bsz9xd%2Ftarafdar-ruhul-amin.webp?rect=0%2C0%2C789%2C526&auto=format%2Ccompress&fmt=webp&format=webp&w=640&dpr=1.0"
"1728743558-29","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","",""
"1728743558-30","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","পাওয়ার প্লেতে রীতিমতো ঝড়ই বইয়ে দিলেন সঞ্জু স্যামসন ও সূর্যকুমার যাদব। দুই ডানহাতি ব্যাটসম্যানের ঝোড়ো ব্যাটিংয়ে প্রথম ৬ ওভারে ৮২ রান তুলেছে ভারত।",""
"1728743558-31","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","তানজিমের করা ইনিংসের ষষ্ঠ ওভারে উঠেছে ১৯ রান। ৩ চার ১ ছয়ে ১৮ রানই নিয়েছেন সূর্যকুমার। ভারত অধিনায়কের রান ১৩ বলে ৩৫, সঞ্জু খেলছেন ১৯ বলে ৩৭ রান নিয়ে।",""
"1728743558-32","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","ওপেনার অভিষেক শর্মাকে হারালেও ভারতের রানের গতি থামেনি। পঞ্চম ওভারের দ্বিতীয় বলেই ৫০ রানের ঘরে পৌঁছে গেছে ভারত।",""
"1728743558-33","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","তাসকিনের করা ইনিংসের পঞ্চম ওভারে এসেছে দুটি চার, ১টি ছয়। একটি চার লেগ বাই থেকে, আরেকটি সঞ্জুর ব্যাট থেকে। আর শেষ বলে ছক্কা মেরেছেন সূর্যকুমার।",""
"1728743558-34","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","৫ ওভার শেষে ভারতের রান ১ উইকেটে ৬৩। সঞ্জু ১৭ বলে ৩৬, সূর্যকুমার ৯ বলে ১৭ রানে ব্যাট করছেন।",""
"1728743558-35","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","ভারত অধিনায়ক সূর্যকুমার যাদবকে ইয়র্কার দেওয়ার চেষ্টা ছিল তানজিমের। বল তাঁর পায়ে লেগে উইকেটের পেছনে যায়। তানজিমের মনে হয়েছে এটি এলবিডব্লু। এতটাই আত্মবিশ্বাসী ছিলেন যে, রিভিউও নিলেন।",""
"1728743558-36","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","কিন্তু রিপ্লেতে দেখা গেল স্টাম্পের ধারেকাছেও নেই বল। একটি রিভিউ অপচয় বাংলাদেশের।",""
"1728743558-37","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","এই ওভারের চতুর্থ বলে ৬ আর ষষ্ঠ বলে ৪ মেরে ১০ রান তুলে নিয়েছেন সূর্যকুমার।",""
"1728743558-38","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","ভারতের রান ৩ ওভারে ১ উইকেটে ৩৫।",""
"1728743558-39","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","তৃতীয় ওভারের প্রথম বলেই উইকেট হারাল ভারত। প্রথমবারের মতো বোলিংয়ে আসা তানজিম হাসানকে পুল করতে চেয়েছিলেন অভিষেক শর্মা। বল গেল মিড উইকেটের দিকে। কিছুটা পিছিয়ে ভালো ক্যাচ নিয়েছেন মেহেদী হাসান। অভিষেককে ফিরতে হল ৪ বলে ৪ রান নিয়ে।",""
"1728743558-40","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","প্রথম দুই বলে রান নেই। তাসকিনকে যেন একটু দেখেই খেলতে চাইলেন সঞ্জু। কিন্তু ওই পর্যন্তই। পরের চার বলেই বাউন্ডারিতে পাঠালেন ভারতের উইকেটকিপার–ব্যাটসম্যান।",""
"1728743558-41","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","২ ওভারে ভারত বিনা উইকেটে ২৩। সঞ্জু ১৯, অভিষেক ৪।",""
"1728743558-42","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","সাধারণত ফিল্ডিং দলের হয়ে সবার আগে মাঠে নামেন অধিনায়ক। তবে আজ বাংলাদেশ দলকে মাঠে নামার নেতৃত্ব দিয়েছেন মাহমুদউল্লাহ। বোঝাই যাচ্ছে, বিদায়ী ম্যাচে এই সংস্করণের সাবেক অধিনায়ককে সম্মান জানানোর অংশ।",""
"1728743558-43","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","বাংলাদেশ বোলিং শুরু করেছে মেহেদী হাসানকে দিয়ে। জুনে বিশ্বকাপে ভারতের বিপক্ষে খেলেছিলেন, আবার নামলেন ভারতের বিপক্ষেই।",""
"1728743558-44","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","মেহেদীর প্রথম ওভারে একটি চার মেরেছেন অভিষেক শর্মা। অপর প্রান্তে সঞ্জু স্যাসমন।",""
"1728743558-45","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","১ ওভার শেষে ভারতের রান বিনা উইকেটে ৭।",""
"1728743558-46","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","শুরুটা হয়েছিল ১ সেপ্টেম্বর ২০০৭। ভেন্যু ছিল কেনিয়ার রাজধানী নাইরোবি। ১৭ বছর পর আজ ১২ অক্টোবর ২০২৪–এ ভারতের হায়দরাবাদে আন্তর্জাতিক টি–টোয়েন্টিকে বিদায় বলছেন মাহমুদউল্লাহ।",""
"1728743558-47","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","শেষটা কি রঙিন হবে বাংলাদেশের সাবেক টি–টোয়েন্টি অধিনায়কের? সতীর্থরা কি পারবেন তাঁকে বিদায়ী উপহার দিতে?",""
"1728743558-48","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","পড়ুন মাহমুদউল্লাহর শেষ টি–টোয়েন্টি নিয়ে।",""
"1728743558-49","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","টসে হেরে যাওয়া নাজমুলকে রবি শাস্ত্রী জিজ্ঞেস করেছেন, জিতলে কী নিতেন? বাংলাদেশ অধিনায়ক বলেছেন, ‘প্রথমে বোলিংও চলে। টস কোনো ব্যাপার নয়।’ সিরিজের প্রথম দুই ম্যাচে বাজে হারের এবার শেষ ম্যাচে বিশেষ কিছু করার আশাও শুনিয়েছেন বাংলাদেশ অধিনায়ক, ‘আমাদের ব্যাটসম্যানদের দায়িত্ব নিয়ে খেলতে হবে। এ জায়গায় আমাদের উন্নতি করতে হবে। পরিকল্পনার বাস্তবায়ন ঘটাতে হবে। আশা করি ৪০ ওভারে বিশেষ কিছুই করব আমরা।’",""
"1728743558-50","https://www.prothomalo.com/sports","সরাসরি ৩য় টি–টোয়েন্টি: ৬ ওভারেই ৮২ রান ভারতের","https://www.prothomalo.com/sports/cricket/suxv9orey1","","ভারত সিরিজ জিতেছে আগেই। তবু শেষ ম্যাচে বড় পরিবর্তন আনা হয়নি। বাঁহাতি পেসার অর্শদীপ সিংয়ের জায়গায় স্পিনার রবি বিষ্ণয়ের সংযোজনই একমাত্র পরিবর্তন।",""
