web-scraper-order,web-scraper-start-url,news-selector,news-selector-href,title,description,images-src
"1728742115-12","https://www.prothomalo.com/world","শান্তিতে নোবেল পুরস্কার ঘোষণা শুক্রবার, সম্ভাব্য দাবিদার যাঁরা","https://www.prothomalo.com/world/pua0e3wdg7","","জাতিসংঘের সর্বোচ্চ এ আদালত নেদারল্যান্ডসের হেগে অবস্থিত। এই আদালত রাশিয়াকে ইউক্রেনে আগ্রাসন বন্ধ করার নির্দেশ দিয়েছেন। পাশাপাশি চলতি বছরের শুরুতে ফিলিস্তিনের গাজা উপত্যকার রাফায় অবিলম্বে সামরিক অভিযান বন্ধ করার নিদের্শ দেন ইসরায়েলকে।",""
"1728742115-13","https://www.prothomalo.com/world","শান্তিতে নোবেল পুরস্কার ঘোষণা শুক্রবার, সম্ভাব্য দাবিদার যাঁরা","https://www.prothomalo.com/world/pua0e3wdg7","","এই আদেশগুলো পুরোপুরিভাবে উপেক্ষা করা হলেও তা দেশ দুটির ওপর আন্তর্জাতিক আইনের প্রতি শ্রদ্ধাশীল হতে চাপ সৃষ্টি করেছিল।",""
"1728742115-14","https://www.prothomalo.com/world","শান্তিতে নোবেল পুরস্কার ঘোষণা শুক্রবার, সম্ভাব্য দাবিদার যাঁরা","https://www.prothomalo.com/world/pua0e3wdg7","","পিস রিসার্চ ইনস্টিটিউট অব অসলোর (পিআরআইও) পরিচালক হেনরিক উরডাল বলেছেন, আইসিজের অনেক গুরুত্বপূর্ণ অবদান আছে।",""
"1728742115-15","https://www.prothomalo.com/world","শান্তিতে নোবেল পুরস্কার ঘোষণা শুক্রবার, সম্ভাব্য দাবিদার যাঁরা","https://www.prothomalo.com/world/pua0e3wdg7","","নোবেল শান্তি পুরস্কার জাতিসংঘের মহাসচিব আন্তোনিও গুতেরেসকে দেওয়া উচিত বলে মনে করছেন নোবেল বিশেষজ্ঞ এবং ইতিহাসবিদ এসলি সিভিন। সে ক্ষেত্রে জাতিসংঘের কোনো একটি সংস্থার সঙ্গে সম্মিলিতভাবে তাঁকে এ পুরস্কার দেওয়া যেতে পারে বলে মত দেন তিনি।",""
"1728742115-16","https://www.prothomalo.com/world","শান্তিতে নোবেল পুরস্কার ঘোষণা শুক্রবার, সম্ভাব্য দাবিদার যাঁরা","https://www.prothomalo.com/world/pua0e3wdg7","","এসলি সিভিন বলেন, জাতিসংঘ এবং বিশ্বব্যবস্থাকে অপ্রাসঙ্গিক করে তোলার বিপজ্জনক পরিণতি সম্পর্কে সতর্ক করতে নোবেল পুরস্কার গুতেরেসকে এক অনন্য সুযোগ করে দেবে।",""
"1728742115-17","https://www.prothomalo.com/world","শান্তিতে নোবেল পুরস্কার ঘোষণা শুক্রবার, সম্ভাব্য দাবিদার যাঁরা","https://www.prothomalo.com/world/pua0e3wdg7","","অন্য সম্ভাব্য প্রার্থীর মধ্যে আছে আন্তর্জাতিক অপরাধ আদালত (আইসিসি), দ্য ক্যাম্পেইন টু স্টপ কিলার রোবট, ওএসইসির অফিস ফর ডেমোক্রেটিক ইনস্টিটিউশনস অ্যান্ড হিউম্যান রাইটস (ওডিআইএইচআর), সুদানের ইমার্জেন্সি রেসপন্স রুমস এবং আফগান নারী অধিকারকর্মী মাহবুবা সিরাজ।",""
"1728742115-18","https://www.prothomalo.com/world","শান্তিতে নোবেল পুরস্কার ঘোষণা শুক্রবার, সম্ভাব্য দাবিদার যাঁরা","https://www.prothomalo.com/world/pua0e3wdg7","","তবে স্টকহোম ইন্টারন্যাশনাল পিস রিসার্চ ইনস্টিটিউটের (এসআইপিআরআই) প্রধান ড্যান স্মিথের মতে, বিশ্বজুড়ে চলমান অস্থিতিশীল অবস্থার কারণে এ বছর সম্ভবত কেউই শান্তিতে নোবেল পুরস্কার পাবে না।",""
"1728742115-19","https://www.prothomalo.com/world","শান্তিতে নোবেল পুরস্কার ঘোষণা শুক্রবার, সম্ভাব্য দাবিদার যাঁরা","https://www.prothomalo.com/world/pua0e3wdg7","","ড্যান স্মিথ এএফপিকে বলেন, ‘হয়তো এখন এটাই বলার সময়, হ্যাঁ, অনেক লোক খুব কঠোর পরিশ্রম করছে। কিন্তু প্রত্যাশিত ফল আসছে না। আমরা একটি অত্যন্ত বিপজ্জনক পরিস্থিতির মধ্যে আছি। আর বিষয়টি অনুধাবন করতে এবং আরও সজাগ হতে আমাদের আরও বেশি লোক ও বিশ্বনেতা প্রয়োজন।’",""
"1728742115-20","https://www.prothomalo.com/world","শান্তিতে নোবেল পুরস্কার ঘোষণা শুক্রবার, সম্ভাব্য দাবিদার যাঁরা","https://www.prothomalo.com/world/pua0e3wdg7","","নোবেল কমিটির সেক্রেটারি ওলাভ এনজোলস্ট্যাড এএফপিকে বলেছেন, ‘আমি এ ব্যাপারে আত্মবিশ্বাসী যে এ বছরও শান্তি পুরস্কারের জন্য একজন যোগ্য প্রার্থী থাকবেন।’",""
"1728742115-21","https://www.prothomalo.com/world","শান্তিতে নোবেল পুরস্কার ঘোষণা শুক্রবার, সম্ভাব্য দাবিদার যাঁরা","https://www.prothomalo.com/world/pua0e3wdg7","","","https://images.prothomalo.com/prothomalo-bangla%2F2024-05%2Ff246e2ab-6fa8-4eb4-b8bf-a639443ecb59%2Fnobel_prize.png?rect=45%2C0%2C540%2C360&auto=format%2Ccompress&fmt=webp&format=webp&w=640&dpr=1.0"
"1728742117-22","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","",""
"1728742117-23","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","স্যাটেলাইটে তোলা আগের ও পরের ছবিতে এক বছরের যুদ্ধে গাজায় বেসামরিক অবকাঠামো ধ্বংসের ভয়াবহ চিত্র উঠে এসেছে। প্রায় ২৩ লাখ বাসিন্দার নগর গাজা এক বছর আগে যেমন ছিল, তার সঙ্গে এই গাজার মিল খুব সামান্যই পাওয়া যায়।",""
"1728742117-24","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","ইসরায়েলের হামলায় গাজার জনবসতি ধ্বংসস্তূপে পরিণত হয়েছে। মুছে ফেলা হয়েছে শতাব্দীপ্রাচীন মসজিদ ও গির্জা। ধ্বংস হয়েছে করা গুরুত্বপূর্ণ কৃষিজমি।",""
"1728742117-25","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","মাত্র ৩৬৫ বর্গকিলোমিটারের (১৪১ বর্গমাইল) ছোট্ট ভূখণ্ডটিতে ধ্বংসের মাত্রা এতটাই তীব্র যে অনেক বাসিন্দা নিজেদের বাড়িতে এখনই ফিরতে পারবেন না এবং সম্ভবত অদূর ভবিষ্যতেও সক্ষম হবেন না।",""
"1728742117-26","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","আল–জাজিরার ডিজিটাল ইনভেস্টিগেশন দল ‘সানাদ’–এর কাছ থেকে পাওয়া স্যাটেলাইট ছবিতে গর্তে ভরা ভূখণ্ড, ঝলসে যাওয়া কৃষিজমি ও মাটির সঙ্গে মিশে যাওয়া ভবনের ধ্বংসাবশেষ দেখা যাচ্ছে।",""
"1728742117-27","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","উত্তর গাজা থেকে (সর্ব দক্ষিণের) শহর রাফা পর্যন্ত ক্ষয়ক্ষতির চিহ্ন ছড়িয়ে আছে।",""
"1728742117-28","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","গাজা উপত্যকায় বড় যে আটটি শরণার্থীশিবির রয়েছে, তার একটি জাবালিয়া। শরণার্থীশিবিরটি উত্তর গাজায়। ইসরায়েলি সেনাবাহিনীর কারণে সাড়ে সাত লাখের বেশি ফিলিস্তিনি গৃহহীন হলে ১৯৪৮ সালে এই শরণার্থীশিবির গড়ে তোলা হয়।",""
"1728742117-29","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","জাবালিয়া শরণার্থীশিবিরের আয়তন দেড় বর্গকিলোমিটারেরও কম। গাজার সবচেয়ে ঘনবসতিপূর্ণ এলাকার একটি এটি।",""
"1728742117-30","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","শরণার্থীশিবিরটিতে ১ লাখ ১৬ হাজারের মতো নিবন্ধিত শরণার্থী বাস করেন। গাজা যুদ্ধ শুরুর পর ইসরায়েল বারবার এই শরণার্থীশিবিরে হামলা চালিয়েছে। হত্যা করেছে শতাধিক মানুষকে। হামলায় যুক্তরাষ্ট্রের তৈরি দুই হাজার পাউন্ড ওজনের বোমাও ব্যবহার করা হয়েছে।",""
"1728742117-31","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","আকারে সবচেয়ে বড় ও সর্বাধিক বিধ্বংসী বোমাগুলো একটি এটি। এই বোমার আঘাতে ৪০ ফুটের বেশি বড় গর্তের সৃষ্টি হতে পারে।",""
"1728742117-32","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","জাবালিয়া শরণার্থীশিবিরের খুব বেশি কিছু এখন আর অবশিষ্ট নেই।",""
"1728742117-33","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","জাবালিয়া থেকে মাত্র তিন কিলোমিটার দূরে গাজার ওল্ড সিটি। মধ্যপ্রাচ্যের প্রাচীনতম সাংস্কৃতিক ঐতিহ্যসমৃদ্ধ নগরগুলোর একটি এটি। ওল্ড সিটিতে পঞ্চম শতাব্দীর নানা নিদর্শন চোখে পড়তে।",""
"1728742117-34","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","ওল্ড সিটিতে উল্লেখযোগ্য প্রাচীন ঐতিহ্যবাহী স্থাপনাগুলোর মধ্যে কয়েকটি মসজিদ ও গির্জা অন্যতম। সেগুলোর একটি দ্য গ্রেট ওমরি মসজিদ। এটি গাজার গ্রেট মসজিদ নামেও পরিচিত। এ ছাড়া গাজার দুই বিখ্যাত গির্জা—সেন্ট ফিলিপ দ্য ইভানজেলিস্ট চ্যাপেল ও দ্য চার্চ অব সেন্ট প্রফিরিয়াস।",""
"1728742117-35","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","গত বছর ৮ ডিসেম্বর ইসরায়েলের হামলায় গ্রেট ওমরি মসজিদ মারাত্মক ক্ষতিগ্রস্ত হয়। সেখানে থাকা ৭৪৭ বছরের পুরোনো পাঠাগার, পবিত্র ধর্মগ্রন্থ কোরআনের পুরোনো কপিসহ দুর্লভ সব পাণ্ডুলিপি—সবই হামলায় ধ্বংস হয়ে গেছে।",""
"1728742117-36","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","গাজা সরকারের মিডিয়া অফিস থেকে দেওয়া তথ্যানুযায়ী, গত এক বছরে ইসরায়েলের হামলায় অন্তত ৬১১টি মসজিদ সম্পূর্ণ ও ২১৪টি আংশিক ধ্বংস হয়ে গেছে। গাজায় যে তিনটি গির্জা আছে, সেগুলোতেও ইসরায়েল হামলা চালিয়েছে।",""
"1728742117-37","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","ওল্ড সিটি থেকে ইসলামিক ইউনিভার্সিটি অব গাজার (আইইউজি) দূরত্ব খুব বেশি নয়। গাজা উপত্যকার শীর্ষ দুই বিশ্ববিদ্যালয় আইইউজি ও আল-আজহার ইউনিভার্সিটি। এই দুই বিশ্ববিদ্যালয়ে প্রতিবছর হাজার হাজার শিক্ষার্থী উচ্চশিক্ষা গ্রহণ করতেন।",""
"1728742117-38","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","আগেও অন্যান্য যুদ্ধে এই দুটি বিশ্ববিদ্যালয় হামলার লক্ষ্যবস্তুতে পরিণত হয়েছিল। কিন্তু এবারের যুদ্ধে বিশ্ববিদ্যালয় দুটির ক্যাম্পাস পুরোপুরি বিধ্বস্ত হয়ে গেছে।",""
"1728742117-39","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","জেনেভাভিত্তিক স্বাধীন সংগঠন ইউরো-মেড হিউম্যান রাইটস মনিটর থেকে বলা হয়েছে, ইসরায়েল খুবই পরিকল্পিতভাবে গাজার সব বিশ্ববিদ্যালয় ধ্বংস করেছে। গাজায় মোট ১২টি বিশ্ববিদ্যালয়, সেগুলোর কোনোটি আর অক্ষত নেই।",""
"1728742117-40","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","গাজার সর্ববৃহৎ হাসপাতাল আল-শিফা। ইসরায়েল গাজার যেসব হাসপাতালে সবার আগে হামলা চালায়, আল-শিফা তার একটি। গত বছর ১৫ নভেম্বর গাজায় হামলা শুরুর মাত্র দেড় মাসের মাথায় ইসরায়েলি সেনারা আল-শিফা হাসপাতাল ঘিরে ফেলেন। সেখানে ওই সময় কয়েক হাজার বাস্তুচ্যুত ফিলিস্তিনি আশ্রয় নিয়েছিলেন। পাঁচ মাস পর এ বছরের এপ্রিলে ইসরায়েলি সেনারা দ্বিতীয়বার দুই সপ্তাহ আল-শিফা হাসপাতাল অবরুদ্ধ করে রাখেন। পুরো হাসপাতাল ধ্বংস করা হয়, হত্যা করা হয় কয়েক শ মানুষকে।",""
"1728742117-41","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","অনেক বিশেষজ্ঞ মনে করেন, আন্তর্জাতিক আইনের অধীন হাসপাতালে হামলা যুদ্ধাপরাধ। বিশেষ করে ওই সব হাসপাতালে, যেখানে গুরুতর অসুস্থ রোগী ও শিশুদের চিকিৎসা দেওয়া হয়।",""
"1728742117-42","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","গাজায় গত এক বছর অন্তত ১১৪টি হাসপাতাল ও ক্লিনিক হামলার কারণে অচল হয়ে গেছে। সেখানে অনেক মানুষ প্রাণ বাঁচানোর জন্য জরুরি চিকিৎসা পাচ্ছেন না।",""
"1728742117-43","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","গাজার মধ্যাঞ্চলের একেবারে দক্ষিণে দেইর আল-বালাহ। গাজার যেসব এলাকা কৃষিকাজের জন্য বিখ্যাত, দেইর আল-বালাহ তার একটি। অঞ্চলটি কমলা, জলপাই এবং অবশ্যই খেজুর উৎপাদনের জন্য বিখ্যাত।",""
"1728742117-44","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","স্যাটেলাইটের ছবিতে দেইর আল-বালাহর মাঘাজিতে কৃষি খামার, রাস্তা ও বাড়িঘর ব্যাপকভাবে ধ্বংস হয়ে যাওয়ার চিত্র উঠে এসেছে।",""
"1728742117-45","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","আল–জাজিরার দল সানাদ স্যাটেলাইটে তোলা ছবি বিশ্লেষণ করে বলেছে, গাজার অর্ধেকের বেশি (৬০ শতাংশ) কৃষিজমি ইসরায়েলের হামলায় ক্ষতিগ্রস্ত হয়েছে বা ধ্বংস হয়ে গেছে। গাজার বাসিন্দাদের খাদ্য উৎপাদনের জন্য এ কৃষিজমির ভূমিকা অত্যন্ত গুরুত্বপূর্ণ। গাজার ৯৬ শতাংশ বাসিন্দার খাদ্যনিরাপত্তা নেই।",""
"1728742117-46","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","গত বছরের ১৩ অক্টোবর স্থলাভিযান শুরুর আগে ইসরায়েলের সামরিক বাহিনী গাজা সিটি ও গাজা উপত্যকার উত্তরাঞ্চলের সব বাসিন্দাকে বাড়িঘর ছেড়ে চলে যাওয়ার নির্দেশ দেয়।",""
"1728742117-47","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","সে মুহূর্তে গাজা সম্পূর্ণ অবরোধের সপ্তম দিন ছিল। তখন ইসরায়েলের প্রতিরক্ষামন্ত্রী ইয়োভ গ্যালান্ট ‘কোনো বিদ্যুৎ নয়, খাবার নয়, পানি নয়, গ্যাস নয়—সবকিছু গাজায় বন্ধ’ রাখার কথা বলেছিলেন।",""
"1728742117-48","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","সে সময়ে গাজার ৮০ শতাংশ অঞ্চলই ফিলিস্তিনিদের জন্য অনিরাপদ বলা হয়। সেই অঞ্চলগুলোকে হয় ইসরায়েলি বাহিনী ‘নো-গো জোন’ ঘোষণা করেছিল নতুবা ফিলিস্তিনিদের এলাকা খালি করে দিতে বলেছিল। অল্প কিছু মানবিক অঞ্চল ছিল অনেক ফিলিস্তিনির শেষ আশ্রয়। যদিও পরে ওই সব মানবিক অঞ্চলেও হামলা করে ইসরায়েল।",""
"1728742117-49","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","নিরাপত্তার খোঁজে হাজার হাজার ফিলিস্তিনি আল-মাওয়াসিতে আশ্রয় নিয়েছেন। আল-মাওয়াসি গাজা উপকূল বরাবর ছোট্ট একটি বেলাভূমি। ইসরায়েল সেটিকে ‘নিরাপদ অঞ্চল’ ঘোষণা করেছিল। তা সত্ত্বেও সেখানে হামলা চালানো হয়েছে। কয়েক শ মানুষ প্রাণ হারিয়েছেন, আহত হয়েছেন আরও অনেকে। আল-মাওয়াসির হামলা দেখিয়েছে, গাজায় আসলে নিরাপদ ভূখণ্ড বলে আর কিছু অবশিষ্ট নেই।",""
"1728742117-50","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","মাত্র এক বছরের যুদ্ধে গাজার ভূচিত্র বদলে প্রায় অচেনা হয়ে গেছে।",""
"1728742117-51","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","সেন্টিনেল-১ রাডার ডেটা থেকে পাওয়া ছবি বিশ্লেষণ করে দেখা গেছে, ইসরায়েলের হামলায় গাজা ভূখণ্ডের ৬০ শতাংশ ক্ষতিগ্রস্ত হয়েছে বা ধ্বংস হয়ে গেছে।",""
"1728742117-52","https://www.prothomalo.com/world","ইসরায়েলি ধ্বংসযজ্ঞে গাজাকে আর চেনার উপায় নেই","https://www.prothomalo.com/world/middle-east/i15xuhhvt8","","এর মধ্যে রয়েছে উত্তর গাজার ৬৯ দশমিক ৩ শতাংশ, গাজা সিটির ৭৩ দশমিক ৯ শতাংশ, দেইর আল-বালাহর ৪৯ দশমিক ১ শতাংশ, খান ইউনিসের ৫৪ দশমিক ৫ শতাংশ, রাফার ৪৬ দশমিক ৩ শতাংশ।",""
