Title,URL,Timestamp,Tag
আমরা ও ২য় ক্যাম্পাসের কাজ সেনাবাহিনীর কাছে কাজ হস্তান্তর করতে চাই: জবি ভিসি,https://www.youtube.com/watch?v=acONvV3QFYI,348 views,BangladeshNewsChannel
মহিলা লীগ নেত্রীর সঙ্গে যুবদল নেতার ফোনালাপ ফাঁস | Mohila Awami League | Jubodal,https://www.youtube.com/watch?v=UE4y7pLm2wo,1.5K views,BangladeshNewsChannel
তামাক নিয়ন্ত্রণ আইন শক্তিশালী করণে ঢাবিতে আলোচনা,https://www.youtube.com/watch?v=r3KSi9fZlhE,344 views,BangladeshNewsChannel
যুবলীগ নেতাকে বিএনপি থেকে বহিস্কার বিষয়টি নিয়ে রাজনৈতিক অঙ্গনে ব্যাপক তোলপাড় ! | Jubo League | BNP,https://www.youtube.com/watch?v=utOpPYt6jW4,2.2K views,BangladeshNewsChannel
পঞ্চগড় রেলস্টেশন থেকে ফেন্সিডিলসহ আটক তরুণ,https://www.youtube.com/watch?v=3xokVUdUK98,749 views,BangladeshNewsChannel
জেনারেশন জেড প্রজন্মের চোখে আওয়ামী লীগের স্বৈ*রা*চার,https://www.youtube.com/watch?v=5HFjXtJXtII,1.2K views,BangladeshNewsChannel
৭ নভেম্বর জনতা ও সিপাহীরা জিয়াউর রহমানকে ক্ষমতায় বসিয়েছিলেন,https://www.youtube.com/watch?v=TmLP-HyIYRw,670 views,BangladeshNewsChannel
বরিশালে অধ্যক্ষের বিরুদ্ধে শিক্ষার্থীদের বিক্ষোভ |,https://www.youtube.com/watch?v=eLrkEn2ka8E,209 views,BangladeshNewsChannel
ফ্লাইওভারের সুরঙ্গে ছিনতাইকৃত মালামাল জব্দ |,https://www.youtube.com/watch?v=V6sNkl3Yhj8,2.8K views,BangladeshNewsChannel
সমাবেশ করার সাংবিধানিক আইন |,https://www.youtube.com/watch?v=CAw1M7Fo7Kk,769 views,BangladeshNewsChannel
আওয়ামী লীগের ষড়যন্ত্র রুখতে লালবাগে কঠোর অবস্থান ছাত্রদলের | Chatradal | BNP,https://www.youtube.com/watch?v=ytjBfzD-YpE,836 views,BangladeshNewsChannel
আওয়ামী লীগের কার্যালয়ের সামনে যুবলীগ কর্মীকে গণ*ধোলা*ই,https://www.youtube.com/watch?v=N1quHZN54as,1.7K views,BangladeshNewsChannel
জয় বাংলা স্লোগান দেওয়াই আওয়ামী লীগের এক কর্মী কে গণ*ধো*লাই,https://www.youtube.com/watch?v=8Uij0g2k8pA,4.1K views,BangladeshNewsChannel
সমন্বয়ক সারজিস আলমের কবিতা আবৃত্তি 'হ' দিয়ে শুরু 'হ' দিয়েই শেষ।| Sarjis Alam,https://www.youtube.com/watch?v=oFXohOj_sMY,1K views,BangladeshNewsChannel
ভারত ব্যবহার করেছে আওয়ামী লীগকে বললেন রফিকুল ইসলাম মাদানী,https://www.youtube.com/watch?v=b5G06eJKTGk,9.8K views,BangladeshNewsChannel
আওয়ামী লীগের জন্য গণ অধিকার পরিষদই যথেষ্ট : রাশেদ খান,https://www.youtube.com/watch?v=1l3EcUF9-MA,1.4K views,BangladeshNewsChannel
'আজ আপা নিধন কর্মসূচি' বললেন হাসনাত আবদুল্লাহ | Hasnat Abdullah,https://www.youtube.com/watch?v=tbBV5x31o-E,444 views,BangladeshNewsChannel
আওয়ামী লীগের কেন্দ্রীয় কার্যালয়ে সামনে বিএনপি নেতাদের অবস্থান।,https://www.youtube.com/watch?v=ee4e7Bds-Gg,1K views,BangladeshNewsChannel
"""শেখ হাসিনা বলেছিলেন এই জোটের সাথে যারা বেঈমানি করবেন তারা জাতীয় বেঈমান""",https://www.youtube.com/watch?v=_OibGHTNw2U,547 views,BangladeshNewsChannel
পঞ্চগড়ে দেশের প্রথম ভূমি অপরাধ প্রতিরোধ এবং প্রতিকার আইন বিষয়ক কর্মশালা অনুষ্ঠিত হয়েছে,https://www.youtube.com/watch?v=iD6vEwM2LPk,105 views,BangladeshNewsChannel
"বরিশালের বাকেরগঞ্জে আট বছর ধরে সেতু ভেঙে খালে, সংস্কারের নেই কোন উদ্যোগ | Barishal",https://www.youtube.com/watch?v=X7Hl3CF-ZyQ,304 views,BangladeshNewsChannel
ভাওয়াল জাতীয় উদ্যানে ক্ষতিগ্রস্ত কৃষক'রা ঢাকা ময়মনসিংহ মহাসড়ক আটকে ঘন্টা ব্যাপী মানববন্ধন,https://www.youtube.com/watch?v=jRHQPQF9Ul4,570 views,BangladeshNewsChannel
ট্রেনে বো*মা বি*স্ফোরণে নি*হত হয়েছেন ২৪ জন,https://www.youtube.com/watch?v=GWrABCa4sVw,1.9K views,BangladeshNewsChannel
ক্যাশ কাউন্টারে ঢুকতে বাঁধা দেওয়ায় ইসলামি ছাত্র সংগঠনের হুশিয়ারি | Dhaka University,https://www.youtube.com/watch?v=5A2yPOekuD4,10K views,BangladeshNewsChannel
জুলাই বিপ্লবে ভাইরাল হওয়া বিভিন্ন ঘটনা ও সংলাপ | July Viral Topic,https://www.youtube.com/watch?v=Zii42q34iYg,2.8K views,BangladeshNewsChannel
"এবার নেতাকর্মীদের ট্রাম্পের ছবি নিয়ে, মিছিল করার নির্দেশ দিলেন হাসিনা।",https://www.youtube.com/watch?v=UpI-OQukXcI,1.1K views,BangladeshNewsChannel
নাট্য দলের কর্মীদের উপর হা*ম*লা!,https://www.youtube.com/watch?v=8Khih4pjtb0,345 views,BangladeshNewsChannel
শিক্ষার্থী গাছের চারা হাতে নিয়ে দেশপ্রেমের শপথ নেন !,https://www.youtube.com/watch?v=owTGNHLmHng,64 views,BangladeshNewsChannel
নাগরিকত্ব আইন জটিল হল আমেরিকায় | Donald Trump | USA,https://www.youtube.com/watch?v=Kb87KL3V0Lo,3.6K views,BangladeshNewsChannel
অবৈধ অভিবাসীদের দুঃসংবাদ দিলেন নব-নির্বাচিত প্রেসিডেন্ট ডোনাল্ড ট্রাম্প,https://www.youtube.com/watch?v=D7Bn4_2Hjv4,896 views,BangladeshNewsChannel
সুইজারল্যান্ড বিমানবন্দরে আসিফ নজরুলের সঙ্গে কী হয়েছিল? | Asif Nazrul | Switzerland | Geneva,https://www.youtube.com/watch?v=HuSQsS_WPWQ,575K views,BangladeshNewsChannel
রাজধানীতে বিআরটিসির একটি দ্বিতল বাসে আ*গু*ন । BRTC | Janakantha Exclusive,https://www.youtube.com/watch?v=Ir-wmOXYRdc,573 views,BangladeshNewsChannel
খাগড়াছড়ি সেনানিবাসে নবনির্মিত গ্রে*নে*ড ফা*য়া*রিং রেঞ্জের উদ্বোধন,https://www.youtube.com/watch?v=r4MX08awrrc,274 views,BangladeshNewsChannel
উচ্চ শিক্ষার জন্য শিক্ষার্থীর স্বপ্ন ইউরোপ | High Study,https://www.youtube.com/watch?v=Aas7A7aR-y0,119 views,BangladeshNewsChannel
আদালতে হাজির হয়ে জয় বাংলা স্লোগান দেন সোলাইমান সেলিম | Haji Selim Sons | Solaiman Salim | Court,https://www.youtube.com/watch?v=YfP80O_ke40,530 views,BangladeshNewsChannel
হারপিক নিয়ে কি ঘটে ছিলো নিঝুম মজুমদার-সাইয়েদ আবদুল্লার মধ্যে? | Sayed Abdullah | Nijhoom Majumder,https://www.youtube.com/watch?v=lpq_taq0NAI,32K views,BangladeshNewsChannel
আ’লীগ থেকে শিক্ষা নিয়ে জনগণের ভালোবাসা আর্জনে নেতাকর্মীদের আহবান,https://www.youtube.com/watch?v=9x03xavxXtA,177 views,BangladeshNewsChannel
ট্রাম্প প্রশাসনের সিদ্ধান্তে বদলে যাবে বিশ্ব রাজনীতির রূপরেখা | Donald Trump | Yunus | Netanyahu,https://www.youtube.com/watch?v=hoHOIvC1EGs,307 views,BangladeshNewsChannel
শেখ মুজিবকে জাতির পিতা বলা মূল সংবিধানের পরিপন্থী,https://www.youtube.com/watch?v=cO2s3hTKzxc,1.1K views,BangladeshNewsChannel
আ’লীগ থেকে শিক্ষা নিয়ে জনগণের ভালোবাসা আর্জনে নেতাকর্মীদের আহবান ওয়াদুদ ভূইয়ার,https://www.youtube.com/watch?v=i62Vds6PIlU,278 views,BangladeshNewsChannel
আধিপত্য বিস্তারকে কেন্দ্র করে শিবচরে প্রতিপক্ষের বোমা হামলায় আহত ৫,https://www.youtube.com/watch?v=po2NZJRbjzM,76 views,BangladeshNewsChannel
বরিশাল আদালত চত্বরে আওয়ামী লীগ নেতা কর্মীদের মিছিল | Awami League,https://www.youtube.com/watch?v=Q4CFIs2xCX8,5.8K views,BangladeshNewsChannel
হুমায়ূন আহমেদের ৭৬ তম জন্মবার্ষীকিতে যা বললেন স্ত্রী মেহের আফরোজ শাওন | Humayun Ahmed,https://www.youtube.com/watch?v=A62yznAaGX0,928 views,BangladeshNewsChannel
"ডেঙ্গুতে আটকে যাচ্ছে সাধারণ মানুষের জীবনযাত্রা, ক্যাম্পেইন করছে নানা প্রতিষ্ঠান । Dengue",https://www.youtube.com/watch?v=lign9S5D3qo,153 views,BangladeshNewsChannel
চুয়াডাঙ্গায় মোটরসাইকেলসহ এক যুবককে পু*ড়িয়ে হ*ত্যা |,https://www.youtube.com/watch?v=ymQOtrdTYkA,1.6K views,BangladeshNewsChannel
বকেয়া বেতন ও মামলা তুলে নেওয়ার দাবীতে মহাসড়ক অবরোধ করে বিক্ষোভ করছে শ্রমিকরা,https://www.youtube.com/watch?v=HLwEWn2A_8c,265 views,BangladeshNewsChannel
‘ফকিরকে ৫ টাকা দিলেও নিতে চায় না‘,https://www.youtube.com/watch?v=dxtPcJnNvxM,423 views,BangladeshNewsChannel
নিষিদ্ধ পলিথিন উৎপাদনকারী কারখানায় যৌথবাহিনীর বিশেষ অভিযান।,https://www.youtube.com/watch?v=NfLyUlqySD0,1K views,BangladeshNewsChannel
বাস ড্রাইভারের সাথে পুলিশের হাতাহাতি,https://www.youtube.com/watch?v=FsdyIqD4JY8,14K views,BangladeshNewsChannel
অভ্যুত্থানের ছোট শিশু যো*দ্ধা*কে দেখতে সমন্বয়ক সারজিস আলম।,https://www.youtube.com/watch?v=IWwnXFWQAio,3K views,BangladeshNewsChannel
বিয়ে করেও একসাথে থাকে না যে দম্পত্তিরা,https://www.youtube.com/watch?v=UlanAcmeUc4,738 views,BangladeshNewsChannel
"বিপুল পরিমাণ গাঁজা ও ইয়াবা উদ্ধার, ছাত্রলীগের ওয়ার্ড সভাপতি সহ গ্রেফতার ৪",https://www.youtube.com/watch?v=8gl4HRQXpz4,594 views,BangladeshNewsChannel
"' যতো ধর্ম-গোত্রের মানুষ দেন না কেনো, আমিতো পাবলিক বিশ্ববিদ্যালয়ের কিংবা NGO-r লোক হতে পারবো না '",https://www.youtube.com/watch?v=B7Cd6N6vqkM,50K views,BangladeshNewsChannel
জুলাই অভ্যুত্থানে ফেসবুকে ২/১ টা স্ট্যাটাস দিয়ে কিভাবে উপদেষ্টা প্যানেল এ বসলো ?,https://www.youtube.com/watch?v=q0xVx8aQGiI,654 views,BangladeshNewsChannel
বেতন ভাতার দাবীতে ঢাকা নারায়ণগঞ্জ পুরাতন সড়ক অবরোধ করে বিক্ষোভ করছেন গার্মেন্টস শ্রমিকরা,https://www.youtube.com/watch?v=eNcwXDAYkck,458 views,BangladeshNewsChannel
বরিশালে দুই শতকের সম্প্রীতির নজির দেশের বৃহৎতম জগদ্ধাত্রী পূজা,https://www.youtube.com/watch?v=UZYxATLhGKk,119 views,BangladeshNewsChannel
‘উপদেষ্টাদের স্পষ্ট করতে হবে যাদের নিয়োগ দিয়েছেন গত ১৬ বছরে তাদের অবদান কি?’,https://www.youtube.com/watch?v=4RXIsFtEdPA,787 views,BangladeshNewsChannel
শিক্ষা মন্ত্রণালয়ে বৈঠক শেষে জগন্নাথ বিশ্ববিদ্যালয়ের ছাত্র শিক্ষক প্রতিনিধিদের বক্তব্য,https://www.youtube.com/watch?v=BvuD2WUjw2g,308 views,BangladeshNewsChannel
ট্রাম্পের ফোনে অবশেষে কি বন্ধ হচ্ছে রাশিয়া-ইউক্রেন যু*দ্ধ! | Donald Trump | Vladimir Putin | USA |,https://www.youtube.com/watch?v=nYfjsF_GNAM,125K views,BangladeshNewsChannel
জবি ছাত্রলীগের বিরুদ্ধে এক অন্য রকম প্রতিবাদ করল ইসলামী ইতিহাস ও সংস্কৃতি বিভাগের শিক্ষার্থীরা,https://www.youtube.com/watch?v=cKw0ENzoWYM,1.1K views,BangladeshNewsChannel
আমরা ও ২য় ক্যাম্পাসের কাজ সেনাবাহিনীর কাছে কাজ হস্তান্তর করতে চাই: জবি ভিসি,https://www.youtube.com/watch?v=acONvV3QFYI,348 views,BangladeshNewsChannel
মহিলা লীগ নেত্রীর সঙ্গে যুবদল নেতার ফোনালাপ ফাঁস | Mohila Awami League | Jubodal,https://www.youtube.com/watch?v=UE4y7pLm2wo,1.5K views,BangladeshNewsChannel
তামাক নিয়ন্ত্রণ আইন শক্তিশালী করণে ঢাবিতে আলোচনা,https://www.youtube.com/watch?v=r3KSi9fZlhE,344 views,BangladeshNewsChannel
যুবলীগ নেতাকে বিএনপি থেকে বহিস্কার বিষয়টি নিয়ে রাজনৈতিক অঙ্গনে ব্যাপক তোলপাড় ! | Jubo League | BNP,https://www.youtube.com/watch?v=utOpPYt6jW4,2.2K views,BangladeshNewsChannel
পঞ্চগড় রেলস্টেশন থেকে ফেন্সিডিলসহ আটক তরুণ,https://www.youtube.com/watch?v=3xokVUdUK98,749 views,BangladeshNewsChannel
জেনারেশন জেড প্রজন্মের চোখে আওয়ামী লীগের স্বৈ*রা*চার,https://www.youtube.com/watch?v=5HFjXtJXtII,1.2K views,BangladeshNewsChannel
৭ নভেম্বর জনতা ও সিপাহীরা জিয়াউর রহমানকে ক্ষমতায় বসিয়েছিলেন,https://www.youtube.com/watch?v=TmLP-HyIYRw,670 views,BangladeshNewsChannel
বরিশালে অধ্যক্ষের বিরুদ্ধে শিক্ষার্থীদের বিক্ষোভ |,https://www.youtube.com/watch?v=eLrkEn2ka8E,209 views,BangladeshNewsChannel
ফ্লাইওভারের সুরঙ্গে ছিনতাইকৃত মালামাল জব্দ |,https://www.youtube.com/watch?v=V6sNkl3Yhj8,2.8K views,BangladeshNewsChannel
সমাবেশ করার সাংবিধানিক আইন |,https://www.youtube.com/watch?v=CAw1M7Fo7Kk,769 views,BangladeshNewsChannel
আওয়ামী লীগের ষড়যন্ত্র রুখতে লালবাগে কঠোর অবস্থান ছাত্রদলের | Chatradal | BNP,https://www.youtube.com/watch?v=ytjBfzD-YpE,836 views,BangladeshNewsChannel
আওয়ামী লীগের কার্যালয়ের সামনে যুবলীগ কর্মীকে গণ*ধোলা*ই,https://www.youtube.com/watch?v=N1quHZN54as,1.7K views,BangladeshNewsChannel
জয় বাংলা স্লোগান দেওয়াই আওয়ামী লীগের এক কর্মী কে গণ*ধো*লাই,https://www.youtube.com/watch?v=8Uij0g2k8pA,4.1K views,BangladeshNewsChannel
সমন্বয়ক সারজিস আলমের কবিতা আবৃত্তি 'হ' দিয়ে শুরু 'হ' দিয়েই শেষ।| Sarjis Alam,https://www.youtube.com/watch?v=oFXohOj_sMY,1K views,BangladeshNewsChannel
ভারত ব্যবহার করেছে আওয়ামী লীগকে বললেন রফিকুল ইসলাম মাদানী,https://www.youtube.com/watch?v=b5G06eJKTGk,9.8K views,BangladeshNewsChannel
আওয়ামী লীগের জন্য গণ অধিকার পরিষদই যথেষ্ট : রাশেদ খান,https://www.youtube.com/watch?v=1l3EcUF9-MA,1.4K views,BangladeshNewsChannel
'আজ আপা নিধন কর্মসূচি' বললেন হাসনাত আবদুল্লাহ | Hasnat Abdullah,https://www.youtube.com/watch?v=tbBV5x31o-E,444 views,BangladeshNewsChannel
আওয়ামী লীগের কেন্দ্রীয় কার্যালয়ে সামনে বিএনপি নেতাদের অবস্থান।,https://www.youtube.com/watch?v=ee4e7Bds-Gg,1K views,BangladeshNewsChannel
"""শেখ হাসিনা বলেছিলেন এই জোটের সাথে যারা বেঈমানি করবেন তারা জাতীয় বেঈমান""",https://www.youtube.com/watch?v=_OibGHTNw2U,547 views,BangladeshNewsChannel
পঞ্চগড়ে দেশের প্রথম ভূমি অপরাধ প্রতিরোধ এবং প্রতিকার আইন বিষয়ক কর্মশালা অনুষ্ঠিত হয়েছে,https://www.youtube.com/watch?v=iD6vEwM2LPk,105 views,BangladeshNewsChannel
"বরিশালের বাকেরগঞ্জে আট বছর ধরে সেতু ভেঙে খালে, সংস্কারের নেই কোন উদ্যোগ | Barishal",https://www.youtube.com/watch?v=X7Hl3CF-ZyQ,304 views,BangladeshNewsChannel
ভাওয়াল জাতীয় উদ্যানে ক্ষতিগ্রস্ত কৃষক'রা ঢাকা ময়মনসিংহ মহাসড়ক আটকে ঘন্টা ব্যাপী মানববন্ধন,https://www.youtube.com/watch?v=jRHQPQF9Ul4,570 views,BangladeshNewsChannel
ট্রেনে বো*মা বি*স্ফোরণে নি*হত হয়েছেন ২৪ জন,https://www.youtube.com/watch?v=GWrABCa4sVw,1.9K views,BangladeshNewsChannel
ক্যাশ কাউন্টারে ঢুকতে বাঁধা দেওয়ায় ইসলামি ছাত্র সংগঠনের হুশিয়ারি | Dhaka University,https://www.youtube.com/watch?v=5A2yPOekuD4,10K views,BangladeshNewsChannel
জুলাই বিপ্লবে ভাইরাল হওয়া বিভিন্ন ঘটনা ও সংলাপ | July Viral Topic,https://www.youtube.com/watch?v=Zii42q34iYg,2.8K views,BangladeshNewsChannel
"এবার নেতাকর্মীদের ট্রাম্পের ছবি নিয়ে, মিছিল করার নির্দেশ দিলেন হাসিনা।",https://www.youtube.com/watch?v=UpI-OQukXcI,1.1K views,BangladeshNewsChannel
নাট্য দলের কর্মীদের উপর হা*ম*লা!,https://www.youtube.com/watch?v=8Khih4pjtb0,345 views,BangladeshNewsChannel
শিক্ষার্থী গাছের চারা হাতে নিয়ে দেশপ্রেমের শপথ নেন !,https://www.youtube.com/watch?v=owTGNHLmHng,64 views,BangladeshNewsChannel
নাগরিকত্ব আইন জটিল হল আমেরিকায় | Donald Trump | USA,https://www.youtube.com/watch?v=Kb87KL3V0Lo,3.6K views,BangladeshNewsChannel
অবৈধ অভিবাসীদের দুঃসংবাদ দিলেন নব-নির্বাচিত প্রেসিডেন্ট ডোনাল্ড ট্রাম্প,https://www.youtube.com/watch?v=D7Bn4_2Hjv4,896 views,BangladeshNewsChannel
সুইজারল্যান্ড বিমানবন্দরে আসিফ নজরুলের সঙ্গে কী হয়েছিল? | Asif Nazrul | Switzerland | Geneva,https://www.youtube.com/watch?v=HuSQsS_WPWQ,575K views,BangladeshNewsChannel
রাজধানীতে বিআরটিসির একটি দ্বিতল বাসে আ*গু*ন । BRTC | Janakantha Exclusive,https://www.youtube.com/watch?v=Ir-wmOXYRdc,573 views,BangladeshNewsChannel
খাগড়াছড়ি সেনানিবাসে নবনির্মিত গ্রে*নে*ড ফা*য়া*রিং রেঞ্জের উদ্বোধন,https://www.youtube.com/watch?v=r4MX08awrrc,274 views,BangladeshNewsChannel
উচ্চ শিক্ষার জন্য শিক্ষার্থীর স্বপ্ন ইউরোপ | High Study,https://www.youtube.com/watch?v=Aas7A7aR-y0,119 views,BangladeshNewsChannel
আদালতে হাজির হয়ে জয় বাংলা স্লোগান দেন সোলাইমান সেলিম | Haji Selim Sons | Solaiman Salim | Court,https://www.youtube.com/watch?v=YfP80O_ke40,530 views,BangladeshNewsChannel
হারপিক নিয়ে কি ঘটে ছিলো নিঝুম মজুমদার-সাইয়েদ আবদুল্লার মধ্যে? | Sayed Abdullah | Nijhoom Majumder,https://www.youtube.com/watch?v=lpq_taq0NAI,32K views,BangladeshNewsChannel
আ’লীগ থেকে শিক্ষা নিয়ে জনগণের ভালোবাসা আর্জনে নেতাকর্মীদের আহবান,https://www.youtube.com/watch?v=9x03xavxXtA,177 views,BangladeshNewsChannel
ট্রাম্প প্রশাসনের সিদ্ধান্তে বদলে যাবে বিশ্ব রাজনীতির রূপরেখা | Donald Trump | Yunus | Netanyahu,https://www.youtube.com/watch?v=hoHOIvC1EGs,307 views,BangladeshNewsChannel
শেখ মুজিবকে জাতির পিতা বলা মূল সংবিধানের পরিপন্থী,https://www.youtube.com/watch?v=cO2s3hTKzxc,1.1K views,BangladeshNewsChannel
আ’লীগ থেকে শিক্ষা নিয়ে জনগণের ভালোবাসা আর্জনে নেতাকর্মীদের আহবান ওয়াদুদ ভূইয়ার,https://www.youtube.com/watch?v=i62Vds6PIlU,278 views,BangladeshNewsChannel
আধিপত্য বিস্তারকে কেন্দ্র করে শিবচরে প্রতিপক্ষের বোমা হামলায় আহত ৫,https://www.youtube.com/watch?v=po2NZJRbjzM,76 views,BangladeshNewsChannel
বরিশাল আদালত চত্বরে আওয়ামী লীগ নেতা কর্মীদের মিছিল | Awami League,https://www.youtube.com/watch?v=Q4CFIs2xCX8,5.8K views,BangladeshNewsChannel
হুমায়ূন আহমেদের ৭৬ তম জন্মবার্ষীকিতে যা বললেন স্ত্রী মেহের আফরোজ শাওন | Humayun Ahmed,https://www.youtube.com/watch?v=A62yznAaGX0,928 views,BangladeshNewsChannel
"ডেঙ্গুতে আটকে যাচ্ছে সাধারণ মানুষের জীবনযাত্রা, ক্যাম্পেইন করছে নানা প্রতিষ্ঠান । Dengue",https://www.youtube.com/watch?v=lign9S5D3qo,153 views,BangladeshNewsChannel
চুয়াডাঙ্গায় মোটরসাইকেলসহ এক যুবককে পু*ড়িয়ে হ*ত্যা |,https://www.youtube.com/watch?v=ymQOtrdTYkA,1.6K views,BangladeshNewsChannel
বকেয়া বেতন ও মামলা তুলে নেওয়ার দাবীতে মহাসড়ক অবরোধ করে বিক্ষোভ করছে শ্রমিকরা,https://www.youtube.com/watch?v=HLwEWn2A_8c,265 views,BangladeshNewsChannel
‘ফকিরকে ৫ টাকা দিলেও নিতে চায় না‘,https://www.youtube.com/watch?v=dxtPcJnNvxM,423 views,BangladeshNewsChannel
