web-scraper-order,web-scraper-start-url,news_item,news_item-href,title,description,images-src,topic,date
"1728756301-16","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের বোর্ড ও সিইও পদ থাকছে না: প্রশাসক","https://mzamin.com/news.php?news=124008","","বাংলাদেশ ব্যাংক প্রশাসক নিয়োগ দেয়ায় মোবাইল আর্থিক সেবাদাতা প্রতিষ্ঠান নগদ-এর বর্তমান পর্ষদ ও প্রধান নির্বাহী কর্মকর্তার (সিইও) পদ থাকছে না বলে জানিয়েছেন নবনিযুক্ত প্রশাসক বদিউজ্জামান দিদার। বৃহস্পতিবার রাজধানীতে নগদ এর প্রধান কার্যালয়ে এক সংবাদ সম্মেলনে এ কথা বলেন তিনি।","","",""
"1728756301-17","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের বোর্ড ও সিইও পদ থাকছে না: প্রশাসক","https://mzamin.com/news.php?news=124008","","দায়িত্ব নেয়ার পর আজই প্রথম ব্রিফিং করলেন বদিউজ্জামান দিদার। তিনি বলেন, বাংলাদেশ ব্যাংকের অনুমোদনের আলোকে 'নগদ' ডাক বিভাগের অধীনে রয়েছে। কারণ এর পূর্ণাঙ্গ লাইসেন্স নেই।","","",""
"1728756301-18","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের বোর্ড ও সিইও পদ থাকছে না: প্রশাসক","https://mzamin.com/news.php?news=124008","","আগামী এক বছরের মধ্যে নগদকে ভালো অবস্থায় ফিরিয়ে এনে পূর্ণাঙ্গ লাইসেন্স পেতে সহায়তা করা হবে বলে জানান তিনি। তিনি বলেন, নগদ বিগত বছরগুলোতে যেভাবে ব্যবসা করে আসছে সেভাবেই ব্যবসা করবে। এই পরিবর্তনের জন্য কেউ চাকরি হারাবেন না জানিয়ে প্রশাসক বলেন, 'শুধু কাঠামোগত পরিবর্তন আনা হবে।","","",""
"1728756301-19","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের বোর্ড ও সিইও পদ থাকছে না: প্রশাসক","https://mzamin.com/news.php?news=124008","","","","",""
"1728756301-20","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের বোর্ড ও সিইও পদ থাকছে না: প্রশাসক","https://mzamin.com/news.php?news=124008","","","uploads/news/main/124008_Untitled-3.webp","",""
"1728756301-21","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের বোর্ড ও সিইও পদ থাকছে না: প্রশাসক","https://mzamin.com/news.php?news=124008","","","","অর্থ-বাণিজ্য",""
"1728756301-22","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের বোর্ড ও সিইও পদ থাকছে না: প্রশাসক","https://mzamin.com/news.php?news=124008","","","","","(১ মাস আগে) ২২ আগস্ট ২০২৪, বৃহস্পতিবার, ৭:০৩ অপরাহ্ন"
"1728756304-23","https://mzamin.com/category.php?cat=11#gsc.tab=0","সাবেক অর্থমন্ত্রী ও বাণিজ্যমন্ত্রীর ব্যাংক হিসাব স্থগিত","https://mzamin.com/news.php?news=124037","সাবেক অর্থমন্ত্রী ও বাণিজ্যমন্ত্রীর ব্যাংক হিসাব স্থগিত","","","",""
"1728756304-24","https://mzamin.com/category.php?cat=11#gsc.tab=0","সাবেক অর্থমন্ত্রী ও বাণিজ্যমন্ত্রীর ব্যাংক হিসাব স্থগিত","https://mzamin.com/news.php?news=124037","","আওয়ামী লীগ সরকারের সাবেক অর্থমন্ত্রী আ হ ম মুস্তফা কামাল ও সাবেক বাণিজ্যমন্ত্রী টিপু মুনশিসহ তাদের পরিবারের সদস্যদের ব্যাংক হিসাব স্থগিত করেছে বাংলাদেশ ফাইন্যান্সিয়াল ইন্টেলিজেন্স ইউনিট (বিএফআইইউ)। একই সঙ্গে তাদের মালিকানাধীন ব্যবসাপ্রতিষ্ঠানের ব্যাংক হিসাবের লেনদেনও স্থগিত করা হয়েছে।","","",""
"1728756304-25","https://mzamin.com/category.php?cat=11#gsc.tab=0","সাবেক অর্থমন্ত্রী ও বাণিজ্যমন্ত্রীর ব্যাংক হিসাব স্থগিত","https://mzamin.com/news.php?news=124037","","বিএফআইইউর চিঠিতে আরও যাদের নাম উল্লেখ করা হয়েছে, তারা হলেন আ হ ম মুস্তফা কামালের স্ত্রী কাশ্মিরি কামাল, তাদের দুই মেয়ে কাশফি কামাল ও নাফিসা কামাল এবং টিপু মুনশির স্ত্রী আইরিন মালবিকা মুনশি, তাদের দুই মেয়ে তানিয়া অনন্যা মুনশি ও তৃষা মুনশি।","","",""
"1728756304-26","https://mzamin.com/category.php?cat=11#gsc.tab=0","সাবেক অর্থমন্ত্রী ও বাণিজ্যমন্ত্রীর ব্যাংক হিসাব স্থগিত","https://mzamin.com/news.php?news=124037","","বিএফআইইউ দেশের সব ব্যাংক ও আর্থিক প্রতিষ্ঠানের কাছে এ সংক্রান্ত নির্দেশনা পাঠিয়েছে। এ ছাড়া এসব ব্যক্তিদের পিতা, মাতা, ছেলে ও মেয়ে এবং তাদের মালিকানাধীন ব্যবসাপ্রতিষ্ঠানের ব্যাংক হিসাবের লেনদেনও স্থগিত করা হয়েছে। পাশাপাশি তাদের ব্যাংক হিসাবের তথ্য চেয়েছে বাংলাদেশ ব্যাংকের আর্থিক গোয়েন্দা বিভাগ বিএফআইইউ।","","",""
"1728756304-27","https://mzamin.com/category.php?cat=11#gsc.tab=0","সাবেক অর্থমন্ত্রী ও বাণিজ্যমন্ত্রীর ব্যাংক হিসাব স্থগিত","https://mzamin.com/news.php?news=124037","","এ নির্দেশনার ফলে এসব হিসাবে সব ধরনের লেনদেন বন্ধ থাকবে। চিঠিতে উল্লেখিত আট জনের পিতা, মাতা ও স্বামীর নাম; জাতীয় পরিচয়পত্র এবং জন্মতারিখ উল্লেখ করা হয়েছে।","","",""
"1728756304-28","https://mzamin.com/category.php?cat=11#gsc.tab=0","সাবেক অর্থমন্ত্রী ও বাণিজ্যমন্ত্রীর ব্যাংক হিসাব স্থগিত","https://mzamin.com/news.php?news=124037","","বিএফআইইউ বলেছে, আগামী ৩০ দিন এসব হিসাবে কোনো লেনদেন করা যাবে না। বাংলাদেশ ব্যাংকের কর্মকর্তারা জানিয়েছেন, তদন্তের প্রয়োজনে ব্যাংক হিসাবে লেনদেন স্থগিত করার সময় সাধারণত বাড়ানো হয়। নির্দেশনায় আরও বলা হয়েছে, স্থগিত করা সব ব্যাংক হিসাব সম্পর্কিত তথ্য বা দলিল, যেমন হিসাব খোলার ফরম, কেওয়াইসি ও লেনদেন বিবরণীর তথ্য বিএফআইইউর কাছে পাঠাতে হবে।","","",""
"1728756304-29","https://mzamin.com/category.php?cat=11#gsc.tab=0","সাবেক অর্থমন্ত্রী ও বাণিজ্যমন্ত্রীর ব্যাংক হিসাব স্থগিত","https://mzamin.com/news.php?news=124037","","","","",""
"1728756304-30","https://mzamin.com/category.php?cat=11#gsc.tab=0","সাবেক অর্থমন্ত্রী ও বাণিজ্যমন্ত্রীর ব্যাংক হিসাব স্থগিত","https://mzamin.com/news.php?news=124037","","","","অর্থ-বাণিজ্য",""
"1728756304-31","https://mzamin.com/category.php?cat=11#gsc.tab=0","সাবেক অর্থমন্ত্রী ও বাণিজ্যমন্ত্রীর ব্যাংক হিসাব স্থগিত","https://mzamin.com/news.php?news=124037","","","","","(১ মাস আগে) ২২ আগস্ট ২০২৪, বৃহস্পতিবার, ৯:০০ অপরাহ্ন"
"1728756307-32","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","","","",""
"1728756307-33","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","মোবাইল আর্থিক পরিষেবা (এমএফএস) প্রদানকারী নগদের ডিজিটাল ব্যাংকিং লাইসেন্স স্থগিত করেছে বাংলাদেশ ব্যাংক। বৃহস্পতিবার কেন্দ্রীয় ব্যাংকের গভর্নর আহসান এইচ মনসুর সাংবাদিকদের সঙ্গে এক প্রেস ব্রিফিংয়ে এ তথ্য জানান।","","",""
"1728756307-34","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","গভর্নর জানান, লাইসেন্সিং পর্যালোচনার জন্য এই পদক্ষেপ নেয়া হয়েছে। রিভিউ অনুযায়ী যদি তারা যোগ্য হয়, তাহলে পুনরায় তারা লাইসেন্স পাবে। ততক্ষণ পর্যন্ত তা স্থগিত থাকবে। তিনি বলেন, নগদের মোবাইল ফাইন্যান্সিয়াল সার্ভিস (এমএফএস)-এর পরিষেবা ধ্বংস করা আমাদের উদ্দেশ্য নয়, এটাকে আরও শক্তিশালী করবো। তিনি বলেন, যেহেতু নগদ প্রচার করত তারা ডাক বিভাগের প্রতিষ্ঠান, সেজন্য আমরা এ প্রতিষ্ঠানকে ডাক বিভাগের অধীনে নিয়েছি। আমরা এ প্রতিষ্ঠানের জন্য বিকাশ (মোবাইল ফাইন্যান্সিয়াল সার্ভিস)-এর মতো শক্তিশালী কাঠামো তৈরি করতে কাজ করবো। নগদের অর্থ পাচার ও অনিয়মের অভিযোগ তদন্তে একটি কমিটি গঠন করে নীরিক্ষা করা হবে বলেও জানান আহসান এইচ মনসুর।","","",""
"1728756307-35","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","কেন্দ্রীয় ব্যাংক গত বছরের অক্টোবরে নগদকে ডিজিটাল ব্যাংকিং লাইসেন্স প্রদান করে। সম্প্রতি ক্ষমতাচ্যুত আওয়ামী লীগ নেতৃত্বাধীন সরকারের সঙ্গে যুক্ত দুই প্রভাবশালী ব্যক্তির হস্তক্ষেপের পর এমএফএস পরিষেবা প্রদানকারী সংস্থা বিদ্যমান নিয়মগুলোকে উপেক্ষা করে লাইসেন্স গ্রহণ করেছে বলে অভিযোগ রয়েছে। ২০১৭ সালের ডিসেম্বরে ডাক ও টেলিযোগাযোগ মন্ত্রণালয় মোবাইলে আর্থিক সেবা পরিচালনার জন্য থার্ড ওয়েভ নামের একটি কোম্পানিকে কাজ দেয়। আর গত ৩রা জুন বাংলাদেশের প্রথম ডিজিটাল ব্যাংক হিসেবে নগদ ডিজিটাল ব্যাংককে চূড়ান্ত অনুমোদন দেয় আর্থিক খাতের নিয়ন্ত্রক সংস্থা বাংলাদেশ ব্যাংক।","","",""
"1728756307-36","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","এর আগে বুধবার নগদ-এর প্রশাসক হিসেবে প্রতিষ্ঠানটির চট্টগ্রাম অফিসে কর্মরত পরিচালক মুহম্মদ বদিউজ্জামান দিদারকে এক বছরের জন্য নিয়োগ দেয় কেন্দ্রীয় ব্যাংক।","","",""
"1728756307-37","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","এদিকে বৃহস্পতিবার নগদের দায়িত্ব বুঝে নেয়ার পর সাংবাদিকদের মুহম্মদ বদিউজ্জামান দিদার বলেন, মোবাইলে আর্থিক সেবা দেয়া প্রতিষ্ঠান নগদের কার্যক্রম স্বাভাবিকভাবে চলবে। প্রশাসক নিয়োগ করায় আগের পরিচালনা পর্ষদ বিলুপ্ত হয়ে গেছে এবং প্রতিষ্ঠানে ব্যবস্থাপনা পরিচালক (এমডি) পদেও কেউ নেই। এখন থেকে আমরা প্রতিষ্ঠানটি পরিচালনা করবো। এমডি ছাড়া অন্য কর্মীরা আগের মতোই কাজ চালিয়ে যাবেন।","","",""
"1728756307-38","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","সকাল ৯টার দিকে নগদের কার্যালয়ে যান প্রশাসকসহ বাংলাদেশ ব্যাংক ও ডাক বিভাগের কর্মকর্তারা। এরপর তারা প্রতিষ্ঠানটির কার্যক্রম বুঝে নেন।","","",""
"1728756307-39","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","প্রশাসক মুহম্মদ বদিউজ্জামান দিদার বলেন, নগদ ডাক বিভাগের সেবা। প্রধান এজেন্ট হিসেবে নগদ এই কার্যক্রম পরিচালনা করে। আমরা সাময়িক অনুমোদন দিয়েছি। এভাবেই সেবাটি চলছে। এখন পূর্ণাঙ্গ অনুমোদনের বিষয়ে কাজ করা হবে।","","",""
"1728756307-40","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","নগদ কীভাবে চলছে, এই প্রশ্নের জবাবে ডাক বিভাগের পরিচালক আবু তালেব বলেন, পরিচালন চুক্তির আওতায় নগদ তার কার্যক্রম পরিচালনা করছে। নগদের পরিচালনায় ডাক বিভাগের কোনো অংশগ্রহণ নেই।","","",""
"1728756307-41","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","বাংলাদেশ ব্যাংক ও ডাক বিভাগ মিলে নগদের সবকিছু দেখবে। আমরা ছেড়ে দেয়ার আগে অবশ্যই একটা নিরীক্ষা করে যাবো।","","",""
"1728756307-42","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","","","",""
"1728756307-43","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","","uploads/news/main/124039_Untitled-20.webp","",""
"1728756307-44","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","","","অর্থ-বাণিজ্য",""
"1728756307-45","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","","","","(১ মাস আগে) ২২ আগস্ট ২০২৪, বৃহস্পতিবার, ৯:০১ অপরাহ্ন"
"1728756307-46","https://mzamin.com/category.php?cat=11#gsc.tab=0","নগদের লাইসেন্স স্থগিত: বাংলাদেশ ব্যাংক","https://mzamin.com/news.php?news=124039","","","","","সর্বশেষ আপডেট: ৮:৩৭ অপরাহ্ন"
"1728756309-47","https://mzamin.com/category.php?cat=11#gsc.tab=0","সফলভাবে হজ সিজন সম্পন্ন করেছে সৌদিয়া গ্রুপ","https://mzamin.com/news.php?news=124146","সফলভাবে হজ সিজন সম্পন্ন করেছে সৌদিয়া গ্রুপ","","","",""
"1728756309-48","https://mzamin.com/category.php?cat=11#gsc.tab=0","সফলভাবে হজ সিজন সম্পন্ন করেছে সৌদিয়া গ্রুপ","https://mzamin.com/news.php?news=124146","","সৌদিয়া গ্রুপ তার সমন্বিত ইকোসিস্টেমের মাধ্যমে হজ সিজন ১৪৪৫ এইচ এর সফলতার সাথে তার উল্লেখযোগ্য অবদান ঘোষণা করেছে। যার মধ্যে রয়েছে বিমান চলাচল, কার্গো, লজিস্টিকস, ক্যাটারিং, গ্রাউন্ড সার্ভিস এবং রক্ষণাবেক্ষণ। সৌদিয়া ২০ হাজার ঘণ্টা ফফ্লাইট টাইম জমা করে চারটি মহাদেশ এবং ১০০ টিরও বেশি গন্তব্যে বিস্তৃত ৫ হাজারেরও বেশি ফ্লাইটে বাংলাদেশে সহ এক মিলিয়নেরও বেশি হজযাত্রী পরিবহন করেছে। 
গ্রুপের স্বল্পমূল্যের পরিবহনের, ফ্লাইডেল ৭০ হাজারেরও বেশি হজযাত্রী পরিবহন এবং ৪৪০টি ফ্লাইট পরিচালনা করে উল্লেখযোগ্য অবদান রেখেছে, যা বাংলাদেশি যাত্রীদের জন্য সাশ্রয়ী মূল্যের হজ ভ্রমণের বিকল্পের ক্রমবর্ধমান প্রয়োজনীয়তা তুলে ধরে।","","",""
"1728756309-49","https://mzamin.com/category.php?cat=11#gsc.tab=0","সফলভাবে হজ সিজন সম্পন্ন করেছে সৌদিয়া গ্রুপ","https://mzamin.com/news.php?news=124146","","সৌদিয়ার বিস্তৃত নেটওয়ার্ক এবং সেবা দ্বারা ঢাকা থেকে অনেক ফ্লাইট সহ বাংলাদেশি হজযাত্রীদের জন্য সহজভাবে ভ্রমণ নিশ্চিত করেছে। এই অর্জন দৃঢ়ভাবে সৌদি-বাংলাদেশ অংশীদারিত্বের উপর জোর দেয় এবং হজ ভ্রমণের জন্য একটি উচ্চমান নির্ধারণ করে। হজ ১৪৪৬ এইচ এর দিক থেকে হজযাত্রীরা সৌদিয়ার প্রসারিত নেটওয়ার্ক এবং আপগ্রেড করা আসন দ্বারা সমর্থিত আরও ভালো পরিষেবা নিশ্চিত করতে পারেন।
সৌদিয়ার ফ্লাইটগুলির সাফল্যের জন্য দায়িত্বশীলভাবে কাজ করেছে তার অত্যন্ত দক্ষ ক্রু মেম্বাররা, মোট ১.৮ হাজার ফার্স্ট অফিসার ক্যাপ্টেনের সাথে এবং ৬.১ হাজার কেবিন ক্রু সদস্য, সর্বোচ্চ সেবা মান নিশ্চিত করে চলার জন্য। ৭৪ -দিনের হজ কার্যক্রম জুড়ে, সৌদিয়া তার ১৪৪টি বিমানের বহরের পাশাপাশি ১৪টি অতিরিক্ত বিমান হজ ফ্লাইটের জন্য নিবেদিত ১৪টি অতিরিক্ত বিমানের সাথে অপারেশনাল দক্ষতা নিশ্চিত করে সম্পূর্ণ ক্ষমতার সাথে পরিচালনা করেছে। সৌদিয়া বাংলাদেশী হাজ্জযাত্রিদের নির্বিঘ্ন ডিজিটাল বুকিং, বিভিন্ন খাবারের বিকল্প এবং সহায়ক ইনফ্লাইট সামগ্রী প্রদান করে, যা একটি স্বচ্ছন্দ যাত্রা নিশ্চিত করে।","","",""
"1728756309-50","https://mzamin.com/category.php?cat=11#gsc.tab=0","সফলভাবে হজ সিজন সম্পন্ন করেছে সৌদিয়া গ্রুপ","https://mzamin.com/news.php?news=124146","","সৌদিয়া হজ ও ওমরাহ-এর সিইও আমের আলখুশাইল বলেছেন, ‘আমরা হজযাত্রীদের পরিষেবার অগ্রগতির জন্য অব্যাহত রাখব, আধুনিক ডিজিটাল প্রযুক্তির মাধ্যমে তাদের অভিজ্ঞতা বাড়ানোর জন্য প্রতিক্রিয়াগুলোকে মূল্যায়ন করব। আমাদের লক্ষ্য হজ যাত্রাকে সুন্দর করে প্রক্রিয়াগুলি সহজতর করার জন্য সর্বোত্তম সমাধান প্রদান করা। শুরু থেকে শেষ পর্যন্ত, আমরা আমাদের ফ্লাইট নেটওয়ার্ক সম্প্রসারিত করছি যাতে আরো বেশি তীর্থযাত্রী থাকে, যা আমাদের ব্যাপক সিট রেট্রোফিট প্রোগ্রাম দ্বারা সমর্থিত হয়। তিনি বলেন, ‘বর্তমান হজ ১৪৪৫এইচ সিজন শেষ হওয়ার সাথে সাথে আমরা আসন্ন হজের পরিকল্পনা শুরু করেছি ১৪৪৬ এইচ সিজন।","","",""
"1728756309-51","https://mzamin.com/category.php?cat=11#gsc.tab=0","সফলভাবে হজ সিজন সম্পন্ন করেছে সৌদিয়া গ্রুপ","https://mzamin.com/news.php?news=124146","","","","অর্থ-বাণিজ্য",""
"1728756309-52","https://mzamin.com/category.php?cat=11#gsc.tab=0","সফলভাবে হজ সিজন সম্পন্ন করেছে সৌদিয়া গ্রুপ","https://mzamin.com/news.php?news=124146","","","","","(১ মাস আগে) ২৩ আগস্ট ২০২৪, শুক্রবার, ৬:১০ অপরাহ্ন"
"1728756312-53","https://mzamin.com/category.php?cat=11#gsc.tab=0","বিজিএমইএ’র নতুন সভাপতি খন্দকার রফিকুল ইসলাম, কচির পদত্যাগ","https://mzamin.com/news.php?news=124313","বিজিএমইএ’র নতুন সভাপতি খন্দকার রফিকুল ইসলাম, কচির পদত্যাগ","","","",""
"1728756312-54","https://mzamin.com/category.php?cat=11#gsc.tab=0","বিজিএমইএ’র নতুন সভাপতি খন্দকার রফিকুল ইসলাম, কচির পদত্যাগ","https://mzamin.com/news.php?news=124313","","২০২৪-২৬ মেয়াদের জন্য সভাপতি নির্বাচিত হওয়া এস এম মান্নান কচি পদত্যাগ করেছেন। এখন ডিজাইনটেক্স গ্রুপের ব্যবস্থাপনা পরিচালক খন্দকার রফিকুল ইসলাম বাংলাদেশ পোশাক প্রস্তুতকারক ও রপ্তানিকারক সমিতির (বিজিএমইএ) সভাপতি হিসেবে দায়িত্ব পালন করবেন। শনিবার এস এম মান্নান কচির পদত্যাগ করার পর বিজিএমইএ বোর্ড অবশিষ্ট মেয়াদ পূর্ণ করতে রফিকুলকে সভাপতি নির্বাচিত করেছে।
রাজধানীর একটি হোটেলে অনুষ্ঠিত এক জরুরি সভায় বিজিএমইএ বোর্ড টিম গ্রুপের ব্যবস্থাপনা পরিচালক আবদুল্লাহ হিল রাকিব এবং উর্মি গ্রুপের ব্যবস্থাপনা পরিচালক আসিফ আশরাফকে যথাক্রমে জ্যেষ্ঠ সহ-সভাপতি ও সহ-সভাপতি নির্বাচিত করেছে।","","",""
