web-scraper-order,web-scraper-start-url,news_item,news_item-href,title,description,images-src,topic,date
"1728757220-11","https://mzamin.com/category.php?cat=15#gsc.tab=0","বিজ্ঞাপন এড়াতে ইউরোপের ইনস্টাগ্রাম, ফেসবুক ব্যবহারকারীদের এবার অর্থ ব্যয় করতে হবে","https://mzamin.com/news.php?news=72295","","","","","(১ বছর আগে) ৩ সেপ্টেম্বর ২০২৩, রবিবার, ৬:০২ অপরাহ্ন"
"1728757220-12","https://mzamin.com/category.php?cat=15#gsc.tab=0","বিজ্ঞাপন এড়াতে ইউরোপের ইনস্টাগ্রাম, ফেসবুক ব্যবহারকারীদের এবার অর্থ ব্যয় করতে হবে","https://mzamin.com/news.php?news=72295","","","","","সর্বশেষ আপডেট: ২:২৯ অপরাহ্ন"
"1728757223-13","https://mzamin.com/category.php?cat=15#gsc.tab=0","বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ বাংলাদেশ প্রদর্শনীতে হুয়াওয়ে","https://mzamin.com/news.php?news=73264","বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ বাংলাদেশ প্রদর্শনীতে হুয়াওয়ে","","","",""
"1728757223-14","https://mzamin.com/category.php?cat=15#gsc.tab=0","বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ বাংলাদেশ প্রদর্শনীতে হুয়াওয়ে","https://mzamin.com/news.php?news=73264","","দ্য বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ ইন বাংলাদেশ এক্সিবিশনে ২০২৩ ঢাকার পূর্বাচলের বঙ্গবন্ধু বাংলাদেশ-চীন মৈত্রী প্রদর্শনী কেন্দ্রে অনুষ্ঠিত হচ্ছে। এই আয়োজনটি দুই দেশের মধ্যে সহযোগিতামূলক মনোভাব তুলে ধরতে এবং বিভিন্ন উদ্ভাবনী প্রযুক্তি প্রদর্শনের মাধ্যমে ডিজিটালাইজেশনকে ত্বরান্বিত করতে একটি প্ল্যাটফর্ম হিসেবে কাজ করবে।
বাংলাদেশে অবস্থিত চীন দূতাবাস, বাংলাদেশ চায়না চেম্বার অফ কমার্স অ্যান্ড ইন্ডাস্ট্রি (বিসিসিআই) এবং চাইনিজ এন্টারপ্রাইজেস এসোসিয়েশন ইন বাংলাদেশ (সিইএবি) এর সহযোগিতায় এই তিন দিনব্যাপী প্রদর্শনীর আয়োজন করছে যেখানে চীন ও বাংলাদেশের তথ্য ও যোগাযোগ প্রযুক্তি, অবকাঠামো, টেক্সটাইল, বাণিজ্য এবং বিনিয়োগভিত্তিক শীর্ষ প্রতিষ্ঠানগুলো অংশগ্রহণ করছে।","","",""
"1728757223-15","https://mzamin.com/category.php?cat=15#gsc.tab=0","বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ বাংলাদেশ প্রদর্শনীতে হুয়াওয়ে","https://mzamin.com/news.php?news=73264","","হুয়াওয়ে এই আয়োজনে নিজের প্যাভিলিয়ন সাজিয়েছে উন্নত প্রযুক্তি এবং পণ্যের একটি বৈচিত্র্যময় পোর্টফোলিও নিয়ে যার মধ্যে রয়েছে ক্লাউড টেকনোলজি, ডিজিটাল পাওয়ার (সোলার পাওয়ার ইনভার্টার), টেলিকম নেটওয়ার্ক প্রযুক্তি যেমন ফাইভজি, ফাইভ পয়েন্ট ফাইভ জি। পাশাপাশি রয়েছে স্মার্ট ক্লাসরুম, স্মার্ট ট্রান্সপোর্টেশন, স্মার্ট পোর্ট এবং স্মার্ট সিটিসহ আরও দারুণ কিছু।","","",""
"1728757223-16","https://mzamin.com/category.php?cat=15#gsc.tab=0","বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ বাংলাদেশ প্রদর্শনীতে হুয়াওয়ে","https://mzamin.com/news.php?news=73264","","হুয়াওয়ের অংশগ্রহণ বিষয়ে এর দক্ষিণ এশিয়ার বোর্ড মেম্বার এবং পাবলিক অ্যাফেয়ার্স অ্যান্ড কমিউনিকেশনস বিভাগের পরিচালক জেসন লি বলেন, ‘আইসিটি খাতে বাংলাদেশের যে অগ্রগতি হয়েছে তার একজন সদস্য হিসেবে হুয়াওয়ে এই প্রদর্শনীতে তার যুগান্তকারী সমাধানগুলো প্রদর্শন করতে যাচ্ছে। আমাদের স্মার্ট বাংলাদেশ রূপকল্প বাস্তবায়নে বরাবরের মতোই একটি বিশ্ব সহযোগী হয়ে থাকতে চাই। টেলিকম নেটওয়ার্ক, ডিজিটাল পাওয়ার, ক্লাউড এবং এন্টারপ্রাইজ খাতের জন্য আমাদের পরিষেবা এবং সমাধানগুলোর মাধ্যমে আমরা প্রতিটি ব্যক্তি, বাড়ি এবং প্রতিষ্ঠানগুলোকে ডিজিটাল সেবা দিতে আমরা সবসময় তৈরি যাতে আমরা একটি পুরোপুরি  সংযুক্ত ও স্মার্ট বাংলাদেশ তৈরি করে তুলতে পারি’। তিনি বলেন, ‘বাংলাদেশে বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ ২০২৩ প্রদর্শনী চীন এবং বাংলাদেশের প্রতিষ্ঠান ও স্টেকহোল্ডারদের মধ্যে সহযোগিতা আরও বৃদ্ধি করবে এবং ডিজিটালাইজেশনকে আলিঙ্গন করতে আমাদের সকলকে একটি সার্বজনীন ধারণা দিবে।","","",""
"1728757223-17","https://mzamin.com/category.php?cat=15#gsc.tab=0","বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ বাংলাদেশ প্রদর্শনীতে হুয়াওয়ে","https://mzamin.com/news.php?news=73264","","এই প্রদর্শনীতে দুইটি বিশেষ সেমিনারের আয়োজন করা হয়েছে যেখানে চীনের বিনিয়োগকারীদের সমস্যা, সফলতা, সম্ভাবনা এবং আকাক্সক্ষার বিষয়গুলো নিয়ে আলোচনা করা হবে। এই তিনদিনে জব ফেয়ারেরও ব্যবস্থা রয়েছে। আগ্রহীগণ বিভিন্ন প্যাভিলিয়নে তাদের সিভি জমা দিতে পারবেন।","","",""
"1728757223-18","https://mzamin.com/category.php?cat=15#gsc.tab=0","বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ বাংলাদেশ প্রদর্শনীতে হুয়াওয়ে","https://mzamin.com/news.php?news=73264","","","uploads/news/main/73264_Ex.webp","",""
"1728757223-19","https://mzamin.com/category.php?cat=15#gsc.tab=0","বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ বাংলাদেশ প্রদর্শনীতে হুয়াওয়ে","https://mzamin.com/news.php?news=73264","","","","তথ্য প্রযুক্তি",""
"1728757223-20","https://mzamin.com/category.php?cat=15#gsc.tab=0","বেল্ট অ্যান্ড রোড ইনিশিয়েটিভ বাংলাদেশ প্রদর্শনীতে হুয়াওয়ে","https://mzamin.com/news.php?news=73264","","","","","(১ বছর আগে) ৯ সেপ্টেম্বর ২০২৩, শনিবার, ৮:০১ অপরাহ্ন"
"1728757225-21","https://mzamin.com/category.php?cat=15#gsc.tab=0","অবিশ্বাস্য মূল্যে বাজারে বেনকো এস১প্রো এবং ভি৯১","https://mzamin.com/news.php?news=73881","অবিশ্বাস্য মূল্যে বাজারে বেনকো এস১প্রো এবং ভি৯১","","","",""
"1728757225-22","https://mzamin.com/category.php?cat=15#gsc.tab=0","অবিশ্বাস্য মূল্যে বাজারে বেনকো এস১প্রো এবং ভি৯১","https://mzamin.com/news.php?news=73881","","বাজারে এসেছে বেনকো এস১প্রো এবং বেনকো ভি৯১ স্মার্টফোন। বেনকো এস১প্রো আগে আসা বেনকো এস১ এর একটি আপডেট মডেল। বেনকো এস১-এর তুলনায়, এটি মেমরি, ক্যামেরা এবং দ্রুত ব্যাটারি চার্জিং সহ আরও উন্নত ফিচার নিয়ে এসেছে। বেনকো এস১প্রো ফিল্মের প্রতিটি ফ্রেমের কালারকে ডিটেইল দেখাবে। এতে রয়েছে ৬.৮ ইঞ্চি এফএইচডি + পাঞ্চ-হোল ডিসপ্লে। ৯১.৪% এর স্ক্রিন-টু-বডি এবং ২০.৫:৯ এর অ্যাসপেক্ট রেশিওসহ, বেনকো এস১প্রো মুভি দেখার জন্য, গেম খেলার জন্য বা ওয়েব ব্রাউজ করার জন্য একটি দুর্দান্ত অভিজ্ঞতা সম্পন্ন হ্যান্ডসেট।","","",""
"1728757225-23","https://mzamin.com/category.php?cat=15#gsc.tab=0","অবিশ্বাস্য মূল্যে বাজারে বেনকো এস১প্রো এবং ভি৯১","https://mzamin.com/news.php?news=73881","","ফোনটি ধরে রাখার সময় ব্যবহারকারীদের জন্য প্রিমিয়াম ফিল নিশ্চিত করবে এস১প্রো। এর ৮ জিবি + ২৫৬ জিবির দাম ১৫ হাজার ৯৯৯ টাকা এবং ৬ জিবি + ১২৮ জিবির দাম ১৪ হাজার ৯৯০ টাকা।","","",""
"1728757225-24","https://mzamin.com/category.php?cat=15#gsc.tab=0","অবিশ্বাস্য মূল্যে বাজারে বেনকো এস১প্রো এবং ভি৯১","https://mzamin.com/news.php?news=73881","","বেনকো ভি৯১-এ রয়েছে ৬.৫৬ ইঞ্চি এইচডি + ওয়াটার ড্রপ ডিসপ্লে ৯০.১৪% এর স্ক্রিন-টু-বডি এবং ২০:৯ এর অ্যাসপেক্ট রেশিওসহ মুভি দেখা, গেম খেলা বা ওয়েব ব্রাউজ করার অন্যন্য অভিজ্ঞতা। এর অন্যতম বৈশিষ্ট্য হলো ১৮ ওয়াটের ফাস্ট চার্জিং সিস্টেম। ১৩ মেগাপিক্সেল এআই ট্রিপল রিয়ার ক্যামেরা।","","",""
"1728757225-25","https://mzamin.com/category.php?cat=15#gsc.tab=0","অবিশ্বাস্য মূল্যে বাজারে বেনকো এস১প্রো এবং ভি৯১","https://mzamin.com/news.php?news=73881","","ফোনটি ধরে রাখার সময় ব্যবহারকারীদের জন্য প্রিমিয়াম ফিল নিশ্চিতে ব্যবহার করা হয়েছে মুনলাইট ডিজাইন। বেনকো ভি৯১ এর দাম ৪ জিবি + ১২৮ জিবি ৯ হাজার ৯৯৯ টাকা এবং ৮ জিবি + ১২৮জিবির দাম ১১ হাজার ৯৯৯ টাকা।","","",""
"1728757225-26","https://mzamin.com/category.php?cat=15#gsc.tab=0","অবিশ্বাস্য মূল্যে বাজারে বেনকো এস১প্রো এবং ভি৯১","https://mzamin.com/news.php?news=73881","","","uploads/news/main/73881_benco.webp","",""
"1728757225-27","https://mzamin.com/category.php?cat=15#gsc.tab=0","অবিশ্বাস্য মূল্যে বাজারে বেনকো এস১প্রো এবং ভি৯১","https://mzamin.com/news.php?news=73881","","","","তথ্য প্রযুক্তি",""
"1728757225-28","https://mzamin.com/category.php?cat=15#gsc.tab=0","অবিশ্বাস্য মূল্যে বাজারে বেনকো এস১প্রো এবং ভি৯১","https://mzamin.com/news.php?news=73881","","","","","(১ বছর আগে) ১৩ সেপ্টেম্বর ২০২৩, বুধবার, ৪:৪৫ অপরাহ্ন"
"1728757228-29","https://mzamin.com/category.php?cat=15#gsc.tab=0","গুগলের ২৫তম জন্মদিন আজ","https://mzamin.com/news.php?news=75974","গুগলের ২৫তম জন্মদিন আজ","","","",""
"1728757228-30","https://mzamin.com/category.php?cat=15#gsc.tab=0","গুগলের ২৫তম জন্মদিন আজ","https://mzamin.com/news.php?news=75974","","বিশ্বের সবচেয়ে বেশি জনপ্রিয় সার্চ ইঞ্জিন গুগলের ২৫ বছর হয়ে গেলো। আজ বুধবার গুগলের ২৫তম জন্মদিন। এ উপলক্ষ্যে গুগল বিশেষ ডুডল তৈরি করেছে। এতে গুগলের শুরুটা হয়েছিল কীভাবে বিস্তারিত তথ্য তুলে ধরা হয়েছে।","","",""
"1728757228-31","https://mzamin.com/category.php?cat=15#gsc.tab=0","গুগলের ২৫তম জন্মদিন আজ","https://mzamin.com/news.php?news=75974","","ই-কমার্স, ডিজিটাল বিজ্ঞাপনের মধ্য দিয়ে এখন ১ ট্রিলিয়ন ডলারের কোম্পানি গুগল। ১৯৯৮ সালে ল্যারি পেইজ ও সের্গেই ব্রিনের হাত ধরে যাত্রা শুরু হয় সার্চ ইঞ্জিন গুগলের। বিশ্বে বিভিন্ন ডেটা সেন্টারে এক মিলিয়ন সার্ভার চালায় গুগল। দিনে পাঁচশো কোটির বেশি অনুসন্ধানের জবাব দেয়।","","",""
"1728757228-32","https://mzamin.com/category.php?cat=15#gsc.tab=0","গুগলের ২৫তম জন্মদিন আজ","https://mzamin.com/news.php?news=75974","","গুগল সার্চ ইঞ্জিনের শুরুতে নাম রাখা হয়েছিল গুগোল (googol)। কিন্তু কোম্পানি নিবন্ধনের সময় বানান ভুল হওয়ার কারণে এর নাম গুগল (Google) হয়ে যায়। ১৯৯৮ সালে গুগল এক লাখ মার্কিন ডলার বিনিয়োগের মাধ্যমে যাত্রা শুরু করে। সেই বিনিয়োগ করেছিলেন সান মাইক্রোসিস্টেমের সহপ্রতিষ্ঠাতা অ্যান্ডি বেসটোলসহাইম।","","",""
"1728757228-33","https://mzamin.com/category.php?cat=15#gsc.tab=0","গুগলের ২৫তম জন্মদিন আজ","https://mzamin.com/news.php?news=75974","","সার্চ ইঞ্জিন হিসেবে যাত্রা শুরু করলেও পরবর্তীতে আরও নতুন নতুন ফিচার নিয়ে গ্রাহকের কাছে হাজির হয়েছে গুগল। গুগলের পণ্য ও সবার মধ্যে রয়েছে ই-মেইল সেবা জিমেইল, মানচিত্র ওয়েজ ও ম্যাপস, ক্লাউড কম্পিউটিং সেবা ক্লাউড, ওয়েবসাইট দেখার সফটওয়্যার ক্রোম, ভিডিও দেখার ওয়েবসাইট ইউটিউব, ওয়ার্কস্পেস, অ্যান্ড্রয়েড অপারেটিং সিস্টেম, ক্লাউডে তথ্য সংরক্ষণের ড্রাইভ, অনুবাদের জন্য ট্রান্সলেট, ছবি রাখার জন্য ফটোজ, ভিডিও কল করার মিট, স্মার্ট বাড়ির জন্য নেস্ট, পিক্সেল স্মার্টফোন, পরিধেয় প্রযুক্তি পিক্সেল ওয়াচ ও ফিটবিট, গান শোনার ওয়েবসাইট ইউটিউব মিউজিক, ভিডিওর জন্য ইউটিউব টিভি, কৃত্রিম বুদ্ধিমত্তা প্রযুক্তির গুগল অ্যাসিস্ট্যান্ট, মেশিন লার্নিং এপিআই টেনসরফ্লো, এআই চিপস টিপিইউ। এ ছাড়া প্রায়ই নিত্যনতুন ফিচার নিয়ে আসছে গুগল।","","",""
"1728757228-34","https://mzamin.com/category.php?cat=15#gsc.tab=0","গুগলের ২৫তম জন্মদিন আজ","https://mzamin.com/news.php?news=75974","","","uploads/news/main/75974_g.webp","",""
"1728757228-35","https://mzamin.com/category.php?cat=15#gsc.tab=0","গুগলের ২৫তম জন্মদিন আজ","https://mzamin.com/news.php?news=75974","","","","তথ্য প্রযুক্তি",""
"1728757230-36","https://mzamin.com/category.php?cat=15#gsc.tab=0","এবার থেকে টুইটারে অ্যাকাউন্ট খুললেই দিতে হবে টাকা","https://mzamin.com/news.php?news=79124","এবার থেকে টুইটারে অ্যাকাউন্ট খুললেই দিতে হবে টাকা","","","",""
"1728757230-37","https://mzamin.com/category.php?cat=15#gsc.tab=0","এবার থেকে টুইটারে অ্যাকাউন্ট খুললেই দিতে হবে টাকা","https://mzamin.com/news.php?news=79124","","X পূর্বে টুইটার নামে পরিচিত প্ল্যাটফর্মটি নিউজিল্যান্ড এবং ফিলিপাইনে নতুন ব্যবহারকারীদের জন্য নতুন নিয়ম চালু করেছে। এবার অ্যাকাউন্টে কিছু পোস্ট করার আগেই দিতে হবে ১ ডলার। ফরচুনের রিপোর্ট অনুযায়ী  টুইট করা, রিপ্লাই করা, রিটুইট করা এবং লাইক করাসহ মূল ফাংশনগুলিতে অ্যাক্সেসের জন্য বছরে এই নির্দিষ্ট টাকা দিতে হবে। এই নতুন প্রোগ্রামের নাম দেওয়া হয়েছে ‘Not a Bot’। X কর্তৃপক্ষ একটি পোস্টে জানিয়েছে -''১৭ অক্টোবর, ২০২৩ থেকে আমরা 'নট এ বট' পরীক্ষা শুরু করেছি, দুটি দেশে নতুন ব্যবহারকারীদের জন্য একটি নতুন সাবস্ক্রিপশন পদ্ধতি। এই নতুন পরীক্ষাটি স্প্যাম, আমাদের প্ল্যাটফর্মের ম্যানিপুলেশন এবং বট কার্যকলাপ হ্রাস করার জন্য আমাদের প্রচেষ্টাকে শক্তিশালী করতে  তৈরি করা হয়েছে । X-এ বট এবং স্প্যামারদের বিরুদ্ধে লড়াই করতে আমাদের সাহায্য করার জন্য এটি  মূল্যায়ন করবে, যখন ছোট ফি প্রদানের মাধ্যমে প্ল্যাটফর্ম অ্যাক্সেসযোগ্যতার ভারসাম্য বজায় রাখবে। এই পরীক্ষা বিদ্যমান ব্যবহারকারীদের প্রভাবিত করবে না।""","","",""
"1728757230-38","https://mzamin.com/category.php?cat=15#gsc.tab=0","এবার থেকে টুইটারে অ্যাকাউন্ট খুললেই দিতে হবে টাকা","https://mzamin.com/news.php?news=79124","","নিউজিল্যান্ড এবং ফিলিপাইনে তৈরি করা নতুন অ্যাকাউন্টগুলিকে প্রথমে তাদের ফোন নম্বর যাচাই করতে হবে, এবং তারপরে পোস্ট, লাইক, কমেন্ট, পুনঃপোস্ট এবং বুকমার্ক ব্যবহার করতে ১ ডলার  বার্ষিক ফি দিতে হবে। নতুন ব্যবহারকারীরা যারা সাবস্ক্রিপশন করাবেন না তারা শুধুমাত্র 'রিড অনলি' অ্যাকশন নিতে সক্ষম হবেন, যেমন: পোস্ট পড়া, ভিডিও দেখা এবং অ্যাকাউন্ট ফলো করা। শর্তাবলি অনুযায়ী নতুন চার্জ একটি বেটা প্রোগ্রাম এবং যারা সাইন আপ করবেন এমন  ব্যবহারকারীদের অবশ্যই একটি পুনরাবৃত্ত সাবস্ক্রিপশন অর্থপ্রদানে সম্মত হতে হবে। গত মাসে ইসরাইলি প্রধানমন্ত্রী বেনিয়ামিন নেতানিয়াহুর সাথে কথোপকথনে মাস্ক প্রথম সমস্ত ব্যবহারকারীদের চার্জ করার সম্ভাবনার দিকে ইঙ্গিত করেন। তবে বর্তমান পরিকল্পনাটি এখন শুধু নতুন ব্যবহারকারীদের জন্য সীমাবদ্ধ। ইউজার যখনই X-এ সাইনআপ করবেন তখন তার মোবাইল নম্বর যাচাই করা হবে। তারপর তাকে ১ ডলার বার্ষিক প্ল্যান বেছে নিতে বলা হবে। যারা এই সাবস্ক্রিপশন নেবেন না তাঁদের প্ল্যাটফর্মে পোস্ট করার অনুমতি দেওয়া হবে না।","","",""
"1728757230-39","https://mzamin.com/category.php?cat=15#gsc.tab=0","এবার থেকে টুইটারে অ্যাকাউন্ট খুললেই দিতে হবে টাকা","https://mzamin.com/news.php?news=79124","","সূত্র: দ্য গার্ডিয়ান","","",""
"1728757230-40","https://mzamin.com/category.php?cat=15#gsc.tab=0","এবার থেকে টুইটারে অ্যাকাউন্ট খুললেই দিতে হবে টাকা","https://mzamin.com/news.php?news=79124","","","uploads/news/main/79124_ggg.webp","",""
"1728757230-41","https://mzamin.com/category.php?cat=15#gsc.tab=0","এবার থেকে টুইটারে অ্যাকাউন্ট খুললেই দিতে হবে টাকা","https://mzamin.com/news.php?news=79124","","","","তথ্য প্রযুক্তি",""
"1728757230-42","https://mzamin.com/category.php?cat=15#gsc.tab=0","এবার থেকে টুইটারে অ্যাকাউন্ট খুললেই দিতে হবে টাকা","https://mzamin.com/news.php?news=79124","","","","","(১১ মাস আগে) ১৮ অক্টোবর ২০২৩, বুধবার, ২:৩২ অপরাহ্ন"
