web-scraper-order,web-scraper-start-url,news_item,news_item-href,title,description,images-src,topic,date
"1728756681-12","https://mzamin.com/category.php?cat=24","এখন সবচেয়ে বেশি প্রয়োজন ইস্পাত কঠিন ঐক্য: ফখরুল","https://mzamin.com/news.php?news=127556","","১৭ বছর ধরে গণতন্ত্রের সংগ্রামে বীর শহীদের স্মরণে ‘স্মরণ সভা’ করেছে বিএনপি। এ সময়ে আওয়ামী লীগ সরকারের আমলে গুমের শিকার ব্যক্তিদের খোঁজ এবং হত্যা ও খুনের শিকার হওয়া ব্যক্তিদের বিচারের দাবি জানিয়েছে ভুক্তভোগী পরিবারের স্বজনরা। একইসঙ্গে এ সময়ে বিএনপি’র ৬০ লক্ষ নেতাকর্মীর বিরুদ্ধে ১ লক্ষ ৪৫ হাজার মামলা অতিদ্রুত প্রত্যাহার করে নেয়ার দাবি জানিয়েছে দলটি। পাশাপাশি এই ১৬ বছর ধরে এবং বর্তমান আন্দোলনে পুঙ্গ ও নিহত সকলকে রাষ্ট্রের তরফ থেকে ক্ষতিপূরণ দেয়ারও দাবি জানিয়েছেন বিএনপি নেতারা। 
গতকাল কেন্দ্রীয় শহীদ মিনারে বিএনপি আয়োজিত স্মরণ সভায় ভুক্তভোগী পরিবারের স্বজন এবং দলের পক্ষ থেকে এসব দাবি জানানো হয়। 
গুঁড়ি গুঁড়ি বৃষ্টি উপেক্ষা করে বেলা আড়াইটা থেকে বিএনপি এবং এর অঙ্গ ও সহযোগী সংগঠনের নেতাকর্মীরা খণ্ড খণ্ড মিছিল নিয়ে সভাস্থলে আসেন। সময় বাড়ার সঙ্গে সঙ্গে নেতাকর্মীদের উপস্থিতিতে পূর্ণ হয়ে যায় শহীদ মিনার প্রাঙ্গণ। শহীদ মিনারের আশপাশে গণতন্ত্রের সংগ্রামে শহীদদের ছবি, নাম, ঠিকানাসহ ফেস্টুন টানানো হয়। এ সময় জুলাই-আগস্টের আন্দোলনসহ বিভিন্ন সময়ে নিহত, আহত এবং গুমের শিকার ব্যক্তিদের আলোকচিত্র তুলে ধরেন স্বজনরা। ভুক্তভোগী কয়েকটি পরিবারের সদস্যরা তাদের অনুভূতি ব্যক্ত করেন। অনেকে কথা বলতে গিয়ে কান্নায় ভেঙে পড়েন। বক্তব্যের মাঝে মাঝে গান পরিবেশন করা হয়, জুলাই-আগস্টের অভ্যুত্থান নিয়ে মূকাভিনয়ও প্রদর্শন করা হয়। 
স্মরণ সভায় বিএনপি মহাসচিব মির্জা ফখরুল ইসলাম আলমগীর বলেন, আমি অন্তর্বর্তীকালীন সরকারের কাছে অনুরোধ করবো, আজকে আমার যে সমস্ত ভাইয়েরা পঙ্গু হয়েছেন, আজকে যারা নিহত হয়েছেন- এই ১৬ বছর ধরে এবং বর্তমান আন্দোলনে, তাদের সকলকে রাষ্ট্রের তরফ থেকে ক্ষতিপূরণ দিতে হবে। তাদের ভাতা দিতে হবে। এটা অত্যন্ত জরুরি ব্যাপার। শুধু অনুষ্ঠান করলেই হবে না, সরকারের কাছে জোরে তুলে ধরতে হবে। এই ১৬ বছর ধরে আমরা যারা গণতন্ত্রের জন্য সংগ্রাম করছি, অত্যাচার, নির্যাতন ও নিপীড়িত হচ্ছি। ৭০০ গুম হয়েছে, আয়নাঘর হয়েছে। এখনো মায়ের ডাক ছেলে মেয়েরা কেঁদে বেড়াচ্ছে। ছোট্ট শিশুরা তার বাবা-মাকে খুঁজছে। সেই মানুষগুলোকে খুঁজে বের করতে হবে। আমাদের নেতাকর্মীদের বিরুদ্ধে ১ লক্ষ ৪৫ হাজার মামলা। ৬০ লক্ষ মানুষের বিরুদ্ধে মামলা। এই কয়েক বছরে, অবিলম্বে অতিদ্রুত এই সমস্ত মামলাগুলো প্রত্যাহার করতে হবে। 
তিনি বলেন, আজকে একটা সংগ্রাম ও আত্মত্যাগের মধ্যদিয়ে আমরা একটা অন্তর্বর্তীকালীন সরকার পেয়েছি। এই সরকারের কাছে জনগণের প্রত্যাশা আকাশচুম্বি। জনগণ মনে করে এবং প্রত্যাশা করে- এই সরকার এমন একটা গণতান্ত্রিক ব্যবস্থা, লেভেল প্লেয়িং ফিল্ড তৈরি করে দিবে এবং গণতান্ত্রিক প্রতিষ্ঠানগুলোকে সংস্কার করে এমন একটা জায়গায় আনবে যে, সত্যিকার অর্থে একটি অর্থবহ নির্বাচনের মধ্যদিয়ে, নিরপেক্ষ নির্বাচনের মধ্যদিয়ে আমরা একটা গণতান্ত্রিক রাষ্ট্র ও সমাজ প্রতিষ্ঠা করতে পারবো। 
মির্জা ফখরুল বলেন, আজকে আমরা সবাই বলছি যে, আমরা স্বাধীন হয়েছি। হয়তো স্বাধীন হয়েছি, হয়তো হয়েছি। কিন্তু এখনো চতুর্দিকে তাদের চক্রান্ত তারা বিভিন্নভাবে ছড়াচ্ছে এবং আমাদেরকে বিভ্রান্ত করার চেষ্টা করছে। আজকে আমাদের যেটা সবচেয়ে বেশি প্রয়োজন, তা হচ্ছে, ইস্পাত কঠিন ঐক্য। যে ঐক্য নিয়ে আমরা দীর্ঘ ১৬ বছর লড়াই করেছি। সেই ঐক্যকে অটুট রাখা এবং কোনো মতেই তাদের চক্রান্তে পা না দেয়া।
তিনি বলেন, ২০০৮ সালে নির্বাচনের পর রাষ্ট্র ক্ষমতায় এসে অত্যন্ত সুপরিকল্পিতভাবে তারা গণতন্ত্রকে ধ্বংস করেছে, গণতান্ত্রিক সমস্ত প্রতিষ্ঠানগুলোকে ধ্বংস করেছে। আজকে আমরা এখানে দেখতে পাচ্ছি, জুলাই এবং তারও পূর্ব ১৬ বছর ধরে এদেশের মানুষ লড়াই ও সংগ্রাম করেছেন এবং প্রাণ দিয়েছে। আমি অভিবাদন ও স্যালুট জানাই, এই গণতান্ত্রিক আন্দোলনে সেই সমস্ত সৈনিকদেরকে যারা প্রাণ বিসর্জন দিয়েছেন। আমি অভিবাদন জানাই, যে সমস্ত ভাই আহত ও পঙ্গু হয়েছেন। আমি অভিবাদন ও স্যালুট জানাই, গণতন্ত্রের আপসহীন নেত্রী বেগম খালেদা জিয়াকে, যিনি কোনোদিন গণতন্ত্রের প্রশ্নে আপস ও মাথানত করেননি। দীর্ঘ ৬ বছর কারাভোগ করার পর ছাত্র-জনতার আন্দোলনের মধ্যদিয়ে তিনি মুক্ত হয়েছেন। আমি অভিবাদন জানাই, বিএনপি’র ভারপ্রাপ্ত চেয়ারম্যান তারেক রহমানকে। যিনি মিথ্যা মামলায় নির্বাসিত হয়ে বিদেশে থেকেও এই দীর্ঘ বছরগুলোতে এখানে গণতন্ত্রের সংগ্রাম করেছেন, সহযোগিতা করেছেন এবং নেতৃত্ব দিয়েছেন।  
বিএনপি মহাসচিব বলেন, গণতন্ত্রের জন্য এদেশের মানুষ সব সময় আত্মত্যাগ করেছেন, প্রাণ দিয়েছেন। ১৯৭১ সালে আমরা যখন স্বাধীন হয়েছি, তখন আমরা ধরে নিয়েছিলাম- আমরা সত্যিকার অর্থেই গণতান্ত্রিক রাষ্ট্র ও গণতান্ত্রিক সমাজ পাবো। কিন্তু আমাদের দুর্ভাগ্য, সেদিন যারা গণতন্ত্রের দাবিদার ছিলেন, সেই আওয়ামী লীগের হাতেই গণতন্ত্র ধ্বংস হয়েছে। তারা ১৯৭৫ সালে একদলীয় বাকশাল প্রতিষ্ঠা করে, একথা আমাদের ভুললে চলবে না। একথা বারবার মনে করতে হবে।
ওদিকে মিলিটারি ইনস্টিটিউট অব সায়েন্স অ্যান্ড টেকনোলজির (এমআইএসটি) ছাত্র আসহাবুল ইয়ামিন গত ১৮ই জুলাই সাভারে পুলিশের নির্বিচার গুলিবর্ষণে গুলিবিদ্ধ হন। পরে সাঁজোয়া যানের ওপরে মুমূর্ষু অবস্থায় তাকে ঘুরানো হয়, এরপর জীবিত অবস্থায়ই সড়ক বিভাজকে ফেলে দেয়া হলে সেখানেই মারা যান ইয়ামিন। তার বাবা মো. মহিউদ্দীন বলেন, পিতার কাঁধে সন্তানের লাশ এর থেকে ভারী কোনো বোঝা নেই। আর কোনো পিতা-মা, বোনকে এই নির্মম পরিস্থিতির শিকার না হতে হয়। আমার ছেলেকে পুলিশ সাঁজোয়া যান থেকে ফেলে দেয়ার দৃশ্য যেন আর দেখতে না হয়। আগামী দিনে পুলিশ যেন তার সঠিক দায়িত্ব পালন করে। আমার ছেলের হত্যার বিচার চাই এবং শহীদের মর্যাদা দেয়ার আহ্বান জানাই। 
টাঙ্গাইলে দু’চোখ হারানো হিমেল আহমেদের মা নাসিমা আক্তার বলেন, ৪ঠা আগস্টের সর্বাত্মক অসহযোগ কর্মসূচিতে অংশ নিয়েছিল হিমেল। ছিল টাঙ্গাইল শহরের মূল সড়কে একটি মিছিলের নেতৃত্বে। তারা স্থানীয় পুলিশ ফাঁড়ির সামনে পৌঁছালে গুলি ছুড়তে শুরু করে পুলিশসহ আইনশৃঙ্খলা বাহিনী। ওই সময় মিছিলের সামনে থাকা হিমেলের মাথা ও মুখমণ্ডলে শতাধিক ছররা গুলি লাগে। আমাদের পাশে আপনারা দাঁড়াবেন। 
নিহত রিটন চন্দ্র শীলের মা রুবী রাণী শীল বলেন, আমার ছেলে ছাত্রদল করতো। সে গেছিল তারেক জিয়ার মিছিলে। তারে নিয়ে গিয়ে নৃশংসভাবে মারছে। আমি তার উপযুক্ত বিচার আপনাদের কাছে চাই। আমার ছোট ছেলেও গুলি খেয়ে চিকিৎসাধীন। আমার সংসারে আর কেউ নাই। খুনি হাসিনার বিচার আমরা চাই। 
টাঙ্গাইলে কলেজের ছাত্র ইমন গত ৫ই আগস্ট শহীদ হয়েছিল। তার মা মানুষের বাড়িতে কাজ করে সংসার চালাতো। ইমনের ভাই সুমন বলেন, আমরা ৩ ভাই। আমার বড় ভাই যখন সপ্তম শ্রেণিতে পড়ে তখন মৃত্যুবরণ করে। তিনি নিজে পড়তেন এবং আমাদের পড়াতেন। তিনি গুলিতে আহত হয়ে ১৮ই আগস্ট হাসপাতালে মারা যান। আমার ভাইকে যে হত্যা করেছে, আমি তার বিচার চাই। আমার ভাইয়ের বিচার যেন আমি এই বাংলায় দেখতে পারি।  
সভায় বাংলাদেশ জাতীয় পার্টির (বিজেপি) চেয়ারম্যান আন্দালিব রহমান পার্থ বলেন, বিচার শুরু হয়েছে। এই বিচার এমনভাবে হবে আগামী ১০০ বছর তারা মীরজাফরে পরিণত হবে। যারা শহীদ ও আহত হয়েছে, তাদের সহযোগিতার জন্য সরকারের পাশাপাশি দলগুলোর মধ্যে লিয়াজোঁ কমিটি করে দেয়া উচিত। শহীদদের রক্তের সঙ্গে যেন আমরা বেইমানি না করি। 
প্রতিকূল আবহাওয়ায় দিনভর বৃষ্টির মধ্যে বিএনপিসহ তার অঙ্গ-সংগঠনের কয়েক হাজার নেতাকর্মী এবং গুম হওয়া পরিবারের সদস্যরা, ছাত্র-জনতার আন্দোলনে পুলিশের গুলিতে নিহতদের পরিবারসহ গত ১৬ বছরে আন্দোলনে বিএনপি’র নির্যাতিত ও পঙ্গু হওয়া নেতা-কর্মীরা শহীদ মিনারের বেদীতে বসে এই অনুষ্ঠানে দেখে।
সভায় বিপ্লবী ওয়ার্কার্স পার্টির সাধারণ সম্পাদক সাইফুল হক, গণসংহতি আন্দোলনের প্রধান সমন্বয়কারী জোনায়েদ সাকি, ১২ দলীয় জোটের সমন্বয়ক ও বাংলাদেশ জাতীয় দলের চেয়ারম্যান সৈয়দ এহসানুল হুদা, গণঅধিকার পরিষদের সভাপতি নুরুল হক নুর, ন্যাশনালিস্ট ডেমোক্রেটিক মুভমেন্টের চেয়ারম্যান ববি হাজ্জাজ, দৈনিক ইনকিলাবের সম্পাদক এএমএম বাহাউদ্দীন প্রমুখ বক্তব্য রাখেন।  এ ছাড়া অনুষ্ঠানে বিএনপি’র স্থায়ী কমিটির সদস্য ড. আবদুল মঈন খান, ডা. এজেডএম জাহিদ হোসেন, কেন্দ্রীয় নেতা আবদুল আউয়াল মিন্টু, আমান উল্লাহ আমান, আফরোজা খান রীতা, খায়রুল কবির খোকন, হাবিব উন নবী সোহেল, শহীদ উদ্দিন চৌধুরী এ্যানী, শামসুর রহমান শিমুল বিশ্বাস, ফজলুল হক মিলন, শিরিন সুলতানা, রাকিবুল ইসলাম বকুল, রফিকুল আলম মজনু, আমিনুল হক, তাবিথ আউয়াল, ইশরাক হোসেন, ছাত্রদলের রাকিবুল ইসলাম রাকিব, নাছির উদ্দীন নাছিরসহ অঙ্গ সংগঠনের নেতারা উপস্থিত ছিলেন।","","",""
"1728756681-13","https://mzamin.com/category.php?cat=24","এখন সবচেয়ে বেশি প্রয়োজন ইস্পাত কঠিন ঐক্য: ফখরুল","https://mzamin.com/news.php?news=127556","","","uploads/news/main/30129_fuk.webp","",""
"1728756681-14","https://mzamin.com/category.php?cat=24","এখন সবচেয়ে বেশি প্রয়োজন ইস্পাত কঠিন ঐক্য: ফখরুল","https://mzamin.com/news.php?news=127556","","","advert/static/advert-img/premer-mar-24.gif","",""
"1728756681-15","https://mzamin.com/category.php?cat=24","এখন সবচেয়ে বেশি প্রয়োজন ইস্পাত কঠিন ঐক্য: ফখরুল","https://mzamin.com/news.php?news=127556","","","advert/static/advert-img/premer-mar-dt-24.gif","",""
"1728756681-16","https://mzamin.com/category.php?cat=24","এখন সবচেয়ে বেশি প্রয়োজন ইস্পাত কঠিন ঐক্য: ফখরুল","https://mzamin.com/news.php?news=127556","","","","রাজনীতি",""
"1728756681-17","https://mzamin.com/category.php?cat=24","এখন সবচেয়ে বেশি প্রয়োজন ইস্পাত কঠিন ঐক্য: ফখরুল","https://mzamin.com/news.php?news=127556","","","","","(৪ সপ্তাহ আগে) ১৪ সেপ্টেম্বর ২০২৪, শনিবার, ৯:৫৪ অপরাহ্ন"
"1728756681-18","https://mzamin.com/category.php?cat=24","এখন সবচেয়ে বেশি প্রয়োজন ইস্পাত কঠিন ঐক্য: ফখরুল","https://mzamin.com/news.php?news=127556","","","","","সর্বশেষ আপডেট: ১২:১৬ পূর্বাহ্ন"
"1728756684-19","https://mzamin.com/category.php?cat=24","পবিত্র ঈদে মিলাদুন্নবী উপলক্ষে তারেক রহমানের বাণী","https://mzamin.com/news.php?news=127630","পবিত্র ঈদে মিলাদুন্নবী উপলক্ষে তারেক রহমানের বাণী","","","",""
"1728756684-20","https://mzamin.com/category.php?cat=24","পবিত্র ঈদে মিলাদুন্নবী উপলক্ষে তারেক রহমানের বাণী","https://mzamin.com/news.php?news=127630","","পবিত্র ঈদে মিলাদুন্নবী (সা.) উপলক্ষে বাণী দিয়েছেন বিএনপি’র ভারপ্রাপ্ত চেয়ারম্যান তারেক রহমান। রোববার বিএনপি’র সিনিয়র যুগ্ম মহাসচিব রুহুল কবির রিজভীর স্বাক্ষরে এই বাণী দেয়া হয়।
তারেক রহমান বলেন, ঈদে মিলাদুন্নবীর দিনে রাসুলুল্লাহ (সা.) এর মহিমান্বিত সত্তার আবির্ভাব ঘটে এই পৃথিবীতে। এই দিনটি শেষ নবীর জন্মদিন হিসেবে মুসলমানের মাঝে পালিত একটি উৎসব। সৃষ্টির সেরা মানব বিশ^নবী এর মতো এ মহান নেয়ামতের আগমন দিবস কতোই না মর্যাদাবান, গুরুত্ববহ, কতোই না আনন্দের তা সহজেই অনুমেয়। আজ আল্লাহ’র প্রতি বিশ^াস ও মানবতার পথপ্রদর্শনকারী মহানবীর ধরাপৃষ্ঠে আবির্ভাবের দিন। আল্লাহ তায়ালা তার মর্যাদা সুউচ্চ আসনে অভিষিক্ত করেছেন। পৃথিবীতে মানুষ ইহজগৎ ও পরজগতের মুক্তির সন্ধান পায় এইদিনে। হযরত মুহম্মদ (সা.) এর আবির্ভাব ছিল একটি বিস্ময়কর ব্যাপার। মানবজাতি তার আগমনে নিজেদের কল্যাণ ও শান্তির নিশ্চয়তা লাভসহ জগতের সমস্ত অত্যাচার-অনাচার, কুসংস্কার, নিষ্ঠুরতা, সামাজিক দ্বন্দ্ব-সংঘাত, মানবিক অসাম্য ও মানবাধিকার বৈষম্যের ঘোর অন্ধকার যুগ থেকে নিষ্কৃৃতি লাভের আলোকিত পথের সন্ধান পায়। সেজন্যই তিনি হয়েছেন মানবতার মুক্তির দিশারী।
তিনি বলেন, মহানবী (সা.) মানব জাতির জন্য এক অত্যুজ্জ্বল অনুকরণীয় আদর্শ। নিজ যোগ্যতা, সততা, মহানুভবতা, সহনশীলতা, কঠোর পরিশ্রম, আত্মপ্রত্যয়, অসীম সাহস, ধৈর্য, সৃৃষ্টিকর্তার প্রতি অগাধ বিশ্বাস, নিষ্ঠা ও অপরিসীম দুঃখ-যন্ত্রণা ভোগ করে তিনি তার ওপর অবতীর্ণ সর্বশ্রেষ্ঠ মহাগ্রন্থ আল-কোরআনের বাণী তথা তাওহীদ প্রতিষ্ঠার মহান দায়িত্ব পালন করেন। তিনি আইয়্যামে জাহেলিয়াতের আমলে আইন, বিচার ও প্রশাসনসহ সর্বক্ষেত্রে বিদ্যমান অনাচার, মানুষে মানুষে হানাহানি, যুগের পর যুগ যুদ্ধ-বিগ্রহ, নিজ কন্যাকে জীবন্ত কবর, ব্যভিচার, মদ ও জুয়া ছিল সমাজে উচ্চস্তরের নিত্যদিনের কাজ। এই সময় যার আগমন হয়েছিল তিনি হলেন রহমাতুল্লিল আলামিন। তিনি আইয়্যামে জাহেলিয়াতের অন্ধকার যুগ দূরীভূত করে সত্য ও ইনসাফ নিশ্চিত করেছিলেন। সমাজে অবহেলিত, নির্যাতিত, বঞ্চিত ও দুঃখী মানুষের সেবা, পরস্পরের প্রতি শ্রদ্ধা প্রদর্শন, পরমতসহিষ্ণুতা, দয়া ও ক্ষমা গুণ, শিশুদের প্রতি দায়িত্ব এবং নারী জাতির মর্যাদা প্রতিষ্ঠায় মহানবী (সা.) এর আদর্শ অতুলনীয় এবং তাই তিনি সর্বকালের সর্বশ্রেষ্ঠ মানব হিসেবে স্বীকৃত।
বিএনপি’র ভারপ্রাপ্ত চেয়ারম্যান বলেন, আমি আল্লাহ রাব্বুল আলামিনের নিকট প্রার্থনা করি মহানবী (সা.) এর শিক্ষা, আদর্শ ও ত্যাগের মহিমা আমরা সবাই যেন নিজেদের জীবনে প্রতিফলন ঘটাতে পারি। আমি পবিত্র ঈদে মিলাদুন্নবী উপলক্ষে বাংলাদেশসহ বিশ্বের মুসলিম ভাই-বোনদের জানাই আন্তরিক শুভেচ্ছা ও অভিনন্দন। আমি শেষ নবী সাইয়েদুল মুরছালিন হযরত মুহম্মদ (সা.) এর জন্য অসংখ্য দুরুদ ও তার প্রতি সালাম জানাই।
অপর এক বাণীতে বিএনপি মহাসচিব মির্জা ফখরুল ইসলাম আলমগীর বলেন, বিশ্বমানবের নিকট এক অতুলনীয় শিক্ষক, শান্তি-সংগ্রাম-সম্প্রীতির আধার-চরম সত্যবাদী ও পরম বিশ^স্ত হযরত মুহম্মদ (সা.)। তার কালজয়ী মূল্যবোধ, মানবতা, সহমর্মিতা, উদারতা, মানুষের প্রতি সহানুভূতি মানবজাতির নিকট উজ্জ্বল দৃষ্টান্ত হয়ে থাকবে। কৈশোরকাল থেকেই যিনি মিথ্যা কথা বলেন না, আমানতের খেয়ানত করেন না, অন্যের উপকার করা যার কাজ, বড়দের সম্মান ও ছোটদের স্নেহ করা যার চরিত্র। পরম সত্যের সন্ধানে নিজেকে নিয়োজিত রেখে তিনি ৪০ বছর বয়সে নবুয়াত লাভ করেন। কঠোর পরিশ্রমী প্রচেষ্টার মধ্যদিয়ে তিনি তাওহিদের বাণী সারাবিশ্বে ছড়িয়ে দেন। আল্লাহ তায়ালা পবিত্র মহাগ্রন্থ আল-কোরআন মহানবী (সা.) ওপর অবতীর্ণ করেন, যা মানবজাতির পথপ্রদর্শক হিসেবে ইহলৌকিক ও পারলৌকিক মুক্তির যাবতীয় নির্দেশাবলী অনুসরণের মাধ্যমে মানুষকে পরিপূর্ণ ও মর্যাদাশীল করে তোলে। তার জীবন ও কর্ম অনুসরণের মাধ্যমে শৃঙ্খলিত মানুষের মুক্তি ও মানবতা প্রতিষ্ঠার জন্য ব্যাপক তাগিদ সৃষ্টি করে। আমরা যেন সবাই নিজেদের জীবনে তার কর্মময় জীবন ও আদর্শ অনুসরণ করে সত্যিকার বিশ^াসী মুসলমান হিসেবে নিজেদের গড়ে তুলতে পারি।","","",""
"1728756684-21","https://mzamin.com/category.php?cat=24","পবিত্র ঈদে মিলাদুন্নবী উপলক্ষে তারেক রহমানের বাণী","https://mzamin.com/news.php?news=127630","","","uploads/news/main/125366_tarek.webp","",""
"1728756684-22","https://mzamin.com/category.php?cat=24","পবিত্র ঈদে মিলাদুন্নবী উপলক্ষে তারেক রহমানের বাণী","https://mzamin.com/news.php?news=127630","","","advert/static/advert-img/premer-mar-24.gif","",""
"1728756684-23","https://mzamin.com/category.php?cat=24","পবিত্র ঈদে মিলাদুন্নবী উপলক্ষে তারেক রহমানের বাণী","https://mzamin.com/news.php?news=127630","","","advert/static/advert-img/premer-mar-dt-24.gif","",""
"1728756684-24","https://mzamin.com/category.php?cat=24","পবিত্র ঈদে মিলাদুন্নবী উপলক্ষে তারেক রহমানের বাণী","https://mzamin.com/news.php?news=127630","","","","রাজনীতি",""
"1728756684-25","https://mzamin.com/category.php?cat=24","পবিত্র ঈদে মিলাদুন্নবী উপলক্ষে তারেক রহমানের বাণী","https://mzamin.com/news.php?news=127630","","","","","(৩ সপ্তাহ আগে) ১৫ সেপ্টেম্বর ২০২৪, রবিবার, ৮:২৫ অপরাহ্ন"
"1728756684-26","https://mzamin.com/category.php?cat=24","পবিত্র ঈদে মিলাদুন্নবী উপলক্ষে তারেক রহমানের বাণী","https://mzamin.com/news.php?news=127630","","","","","সর্বশেষ আপডেট: ৯:৩৬ অপরাহ্ন"
"1728756686-27","https://mzamin.com/category.php?cat=24","আগামীকাল আনুষ্ঠানিকভাবে নিবন্ধন পাচ্ছে গণসংহতি আন্দোলন","https://mzamin.com/news.php?news=127729","আগামীকাল আনুষ্ঠানিকভাবে নিবন্ধন পাচ্ছে গণসংহতি আন্দোলন","","","",""
"1728756686-28","https://mzamin.com/category.php?cat=24","আগামীকাল আনুষ্ঠানিকভাবে নিবন্ধন পাচ্ছে গণসংহতি আন্দোলন","https://mzamin.com/news.php?news=127729","","আগামীকাল (১৭ সেপ্টেম্বর) গণসংহতি আন্দোলন বাংলাদেশ নির্বাচন কমিশনে রাজনৈতিক  দল হিসেবে নিবন্ধন পেতে যাচ্ছে। গণসংহতি আন্দোলনের সম্পাদকমন্ডলীর সদস্য বাচ্চু ভূঁইয়া এক বার্তায় এ তথ্য নিশ্চিত করে জানানঃ","","",""
