web-scraper-order,web-scraper-start-url,news-selector,news-selector-href,title,description,images-src
1728738777-11,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,"অনেক কাঠখড় পুড়িয়ে শেষে ‘মীনা’, ‘রাজু’ ও ‘মিঠু’র খোঁজ মিলল। এখন অনেক বড় হয়ে গেছে তারা আর ভীষণ ব্যস্তও। ‘মীনা’, ‘রাজু’, ‘মিঠু’ অবশ্য ওদের পর্দার নাম। পর্দার আড়ালে থাকা প্রমিতা গাঙ্গুলী, আবরার সাজিদ পাশা ও কামাল আহসানের কণ্ঠ শোনা গেছে পর্দার ‘মীনা’, ‘রাজু’ আর ‘মিঠু’র মুখে। সেটা অবশ্য ৩০ বছর আগে।",
1728738777-12,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,"মীনা এখন গৃহবধু
‘ও রাজু, তুমি ইশকুলে যাইবা না?’ স্টুডিওতে প্রথম দিন এই সংলাপ দিয়েছিলেন প্রমিতা। ‘মীনা’ চরিত্রে কণ্ঠ দেওয়া প্রমিতা গাঙ্গুলীকে গতকাল সোমবার বিকেলে পাওয়া গেল। শৈশবে কার্টুনপাগল মেয়েটির অভিনয়ে পূর্ব অভিজ্ঞতা ছিল না। এখন আর তিনি বিনোদন জগতে নেই। তবে ‘মীনা’কে নিয়ে তাঁর অভিনয়ের স্মৃতিগুলো আজও জাগরূক। ছোটবেলায় কার্টুন দেখতে দেখতে চরিত্রের মতো কথা বলা রপ্ত করেছিলেন। নিজে নিজেই বলতেন সংলাপ। পরে এক আত্মীয়ের সূত্রে ‘মীনা’ কার্টুনের দলের সঙ্গে পরিচয়। বাবার হাত ধরে চলে যান ধানমন্ডির এক স্টুডিওতে। ২০২১ সাল পর্যন্ত মীনার সঙ্গে জড়িয়ে ছিলেন তিনি। তত দিনে বড় হয়ে গেলেও কণ্ঠটা রপ্ত করেছিলেন বেশ, সমস্যা হয়নি।",
1728738777-13,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,"রাজধানীর উইলস লিটল ফ্লাওয়ার উচ্চমাধ্যমিক বিদ্যালয় থেকে এসএসসি শেষ করে পড়েছেন সিদ্ধেশ্বরী গার্লস কলেজ ও ইউনাইটেড ইন্টারন্যাশনাল ইউনিভার্সিটিতে। তড়িৎ ও ইলেকট্রিক প্রকৌশলের ডিগ্রি নিয়েছেন। পরে ইউল্যাব থেকে এমবিএ করেন। মাঝখানে বেশ কিছুদিন একটা শিক্ষাপ্রতিষ্ঠানে চাকরি করেছেন। তবে এখন গৃহিণী, সন্তানকে সময় দিচ্ছেন। সন্তান একটু বড় হলে তখন কিছু একটা করার পরিকল্পনা আছে। বর্তমানে স্বামীর চাকরিসূত্রে গাজীপুরে থাকেন। প্রমিতা জানান, স্কুলজীবন থেকেই অনেকে তাঁকে ‘মীনা’ বলে ডাকে। এমনকি বিশ্ববিদ্যালয়ে পড়ার সময় ক্যাম্পাসেও ‘মীনা’ ডাক শুনতে হয়েছে।",
1728738777-14,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,"এ নিয়ে দুই–একবার রাগারাগির মতো ঘটনাও ঘটেছে। ক্যাম্পাসে ‘মীনা’, ‘মীনা’ বলে খেপানোর কারণে নালিশও করেছেন শিক্ষকের কাছে। ‘আমি নিজেকে সত্যিই মীনা ভাবি। মীনার দর্শন ধারণ করি, কোনো অন্যায় বা বৈষম্য দেখলে যুক্তিসহকারে উত্তর না দিয়ে পারি না,’ বলেন প্রমিতা।",
1728738777-15,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,আবরার ‘রাজু’ সাজিদ,
1728738777-16,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,সারা গ্রামে ছোটাছুটি করা ‘রাজু’র কথা নিশ্চয়ই মনে আছে। মীনার ছোট ভাই। সব ধরনের দুষ্টুমিতে মীনাকে মাতিয়ে রাখে রাজু। ‘রাজু’র ভূমিকায় কণ্ঠ দিয়েছেন আবরার সাজিদ পাশা। গতকাল শেষবেলায় আবরার সাজিদকে পাওয়া গেল।,
1728738777-17,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,"লেখাপড়া নিয়েই ব্যস্ত সময় পার করছেন তিনি। অরণি স্কুলে প্রথম শ্রেণিতে পড়ার সময় মীনার সঙ্গে যোগ দেয় রাজু তথা আবরার। স্কুলে এসেছিল ‘মীনা’ কার্টুনের দল। তখন অডিশন দিয়ে সুযোগ পেয়েছিলেন আবরার। প্রথম দিনের সংলাপগুলো মনে আছে স্পষ্ট, ‘চিন্তা কইরো না, জাদুর পাথর খুঁইজা পাইতে আমরা তোমারে সাহায্য করুম’, ‘মীনা, সত্য সত্যই কি এলিয়েন আছে?’",
1728738777-18,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,"টানা ১০ বছর মীনা দলে যুক্ত ছিলেন আবরার। টেলিভিশন ও বেতারে কণ্ঠ দিয়েছেন। পুরোনো বন্ধুদের অনেকেই এখনো তাঁকে ‘রাজু’ বলে ডাকেন। ‘মীনা’র সংলাপ শোনানোর জন্য অনুরোধ করেন। অবশ্য এখনকার বন্ধুরা তাঁর এই অধ্যায়ের কথা জানেন না। প্রথম শ্রেণিতে পড়া সেই ছেলে সেন্ট যোসেফ থেকে উচ্চামাধ্যমিক সেরে এখন বাংলাদেশ ইউনিভার্সিটি অব প্রফেশনালসে (বিইউপি) আন্তর্জাতিক সম্পর্ক বিভাগের শিক্ষার্থী। লেখাপড়া নিয়েই ব্যস্ত। আপাতত বিনোদন জগতে কাজের কোনো পরিকল্পনা নেই। তবে সাংবাদিকতা বা লেখালেখিতে আগ্রহ আছে। সবই করবেন প্রাতিষ্ঠানিক লেখাপড়া শেষ করে। সেদিক থেকে মূল লক্ষ্য, পররাষ্ট্র মন্ত্রণালয়ের কাজ করা। স্বপ্ন—রাষ্ট্রদূত হবেন।",
1728738777-19,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,‘মিঠু’ই শুধু অভিনয়ে ব্যস্ত,
1728738777-20,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,"‘আমার নাম মিঠু’—মিনা কার্টুনের এই সংলাপই সবচেয়ে বেশি পরিচিত। আজও অনেকে শিশুদের সঙ্গে ভাব বিনিময় করতে সংলাপটি ব্যবহার করেন। মীনা সিরিজের তিন মূল চরিত্রে একমাত্র মিঠুর কণ্ঠদানকারীই পেশাদার অভিনয়শিল্পী। গতকাল দুপুরে যখন তাঁর সঙ্গে কথা হয়, তখন অনেকটা মজা করেই নিজের পরিচয় দেন ‘মিঠু’র মতো করে, ‘আমার আসল নাম কামাল আহসান।’",
1728738777-21,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,"জনপ্রিয় মোটু–পাতলু সিরিজের ‘মোটু’, ‘জন’সহ তিনটি চরিত্রের কণ্ঠ তিনি দিয়েছেন। এসব চরিত্রের সংলাপও শোনালেন। বাংলাদেশ টেলিভিশনে মুস্তাফা মনোয়ারের জনপ্রিয় মনের কথা ধারাবাহিকে ‘বাউল’, ‘ষাঁড়’সহ বেশ কিছু চরিত্রের কণ্ঠও তাঁর। মীনার স্মৃতিচারণা করতে গিয়ে এই অভিনেতা জানান, তখন সুবচন নাট্যদলে কাজ করতেন।",
1728738777-22,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,"পাশাপাশি ১৯৯০ সাল থেকে চিত্রশিল্পী মুস্তাফা মনোয়ারে সঙ্গে পাপেট শো করতেন। ১৯৯৫ সালে ‘মীনা’ কার্টুনের কাজ শুরু করেন। ঢাকার বিভিন্ন স্টুডিওতে কণ্ঠধারণ হতো। পাখির কণ্ঠে কথা বলাটা একটা অন্য রকম অভিজ্ঞতা। সে সময় দিনের পর দিন টিয়া পাখির চলাফেরা পর্যবেক্ষণ করতেন। একটা পাখি কেমন করে বসে, কেমন করে খায়, কেমন করে ডানা ঝাপটায়, বাতাস এলে কী করে, সর্বোপরি নিজেকে পাখির মতো ভাবতে থাকেন। সংগত কারণেই সে সময় তাঁদের কেউই চিনত না। কয়েক বছর আগে মীনা দিবসের এক অনুষ্ঠানে মঞ্চে এনে তাঁদের পরিচয় করিয়ে দেওয়া হয়। তখন উপস্থিত দর্শকের করতালি আর শুভেচ্ছায় বুঝতে পারেন, মানুষের মনে এখনো সেই কণ্ঠের সুবাদে তাঁদের জায়গা আছে। কোনো আয়োজনে কেউ যখন জানতে পারেন যে কামালই ‘মীনা’ কার্টুনের ‘মিঠু’, তখন আবদার করেন, ‘একটু মিঠুর মতো করে বলেন তো!’ কামালও তখন আনন্দ নিয়ে শোনান, ‘আমার নাম মিঠু’।",
1728738777-23,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,"তাঁর ভাষ্য, ‘আসলে মানুষকে আনন্দ দিতে পারছি, একই সঙ্গে জনগণের মধ্যে সচেতনতা গড়ে তুলতে পারছি, এটা আমার জীবনের অনেক বড় পাওয়া। মিঠুর চরিত্রে কণ্ঠ দেওয়াটা আমার জীবনের একটা বড় ঘটনা।’ আগামী সময়েও অভিনয় পেশায় নিয়মিত হওয়ার ইচ্ছা কামাল আহসানের।",
1728738777-24,https://www.prothomalo.com/entertainment,"মীনা, রাজু, মিঠুরা কে কোথায়",https://www.prothomalo.com/entertainment/tv/yp2j25582t,,,https://images.prothomalo.com/prothomalo-bangla%2F2024-09-23%2Fe7uvlyc2%2FWhatsApp-Image-2024-09-23-at-8.42.22-PM-1.jpeg?rect=138%2C0%2C1350%2C900&auto=format%2Ccompress&fmt=webp&format=webp&w=640&dpr=1.0
1728738779-25,https://www.prothomalo.com/entertainment,৮৪ দিন পর,https://www.prothomalo.com/entertainment/drama/ehdpqm9r2c,৮৪ দিন পর,,
1728738779-26,https://www.prothomalo.com/entertainment,৮৪ দিন পর,https://www.prothomalo.com/entertainment/drama/ehdpqm9r2c,,"৮৪ দিন পর আজ শুক্রবার আবার জাতীয় নাট্যশালার মঞ্চে আলো পড়বে। দর্শকের উপস্থিতিতে প্রাণচঞ্চল হতে পারে মিলনায়তন। সীমিত পরিসরে আজ উন্মুক্ত হচ্ছে বাংলাদেশ শিল্পকলা একাডেমির নাট্যশালা, খুলছে মহড়াকক্ষও। মূল মিলনায়তনে বাংলাদেশ থিয়েটার মঞ্চায়ন করবে ‘সী-মোরগ’। এই মঞ্চে আগামীকাল শনিবার আরণ্যকের ‘ময়ূর সিংহাসন’ এবং ১৩ অক্টোবর এথিকের ‘রাজদ্রোহী’ নাটক মঞ্চস্থ হবে।",
1728738779-27,https://www.prothomalo.com/entertainment,৮৪ দিন পর,https://www.prothomalo.com/entertainment/drama/ehdpqm9r2c,,"জাতীয় নাট্যশালা সর্বশেষ খোলা ছিল গত ১৮ জুলাই। ১৯ জুলাই পরীক্ষণ থিয়েটার মিলনায়তনে ‘আনা ফ্রাঙ্ক’-এর প্রদর্শনী ছিল। কিন্তু বৈষম্যবিরোধী ছাত্র আন্দোলনের কারণে শেষ পর্যন্ত নাটকটি আর মঞ্চস্থ হয়নি। এরপর সারা দেশে ইন্টারনেট–সংযোগ বিচ্ছিন্ন করে দেওয়া হয়, জারি করা হয় কারফিউ। তার পর থেকে শিল্পকলা একাডেমির মিলনাতন ও মহড়াকক্ষ বন্ধ ছিল। দীর্ঘ বিরতির পর নাটক মঞ্চায়নের খবরে তাই নাট্যকর্মী ও দর্শকেরা খুশি। সামাজিক যোগাযোগমাধ্যমেও এর প্রকাশ দেখা গেছে। গ্রুপগুলোতেও ইতিবাচক আলোচনা হচ্ছে।",
1728738779-28,https://www.prothomalo.com/entertainment,৮৪ দিন পর,https://www.prothomalo.com/entertainment/drama/ehdpqm9r2c,,"বাংলাদেশ শিল্পকলা একাডেমির মঞ্চ ব্যবস্থাপক ফজলে রাব্বি গতকাল বৃহস্পতিবার প্রথম আলোকে বলেন, ‘ভাবতে ভালো লাগছে, শুক্রবার থেকে শিল্পকলায় টানা তিন দিন নাটক প্রদর্শনী হবে। এরপর ১৮ অক্টোবর প্রাচ্যনাটের ‘পুলসিরাত’ নাটকের বুকিং রয়েছে। পরদিন শনিবার লালন তিরোধান দিবস উপলক্ষে শিল্পকলা একাডেমির নিজস্ব অনুষ্ঠান থাকবে। পরের সপ্তাহে শুক্র ও শনিবার স্বপ্নদল ও থিয়েটারের (আরামবাগ) বুকিং রয়েছে। আমাদের ধারণা, শিগগিরই নাট্যদলগুলোর কাছ থেকে আরও বেশি আবেদন পাব, নিয়মিতই নাটকের শো হবে।’",
1728738779-29,https://www.prothomalo.com/entertainment,৮৪ দিন পর,https://www.prothomalo.com/entertainment/drama/ehdpqm9r2c,,"এ বিষয়ে আনুষ্ঠানিক বক্তব্য দিয়েছেন একাডেমির মহাপরিচালক সৈয়দ জামিল আহমেদ, ‘বাংলাদেশ শিল্পকলা একাডেমি রাষ্ট্রের এক ইতিবাচক পালাবদলের প্রেক্ষাপটে অনিচ্ছাকৃত বিরতির পর নতুন করে নাট্যশিল্পচর্চার দ্বার উন্মুক্ত করেছে। ১৯৭১-এর মুক্তিযুদ্ধ থেকে ২০২৪-এর ছাত্র-জনতার অভ্যুত্থানের ভেতর দিয়ে যে বহুত্ববাদী সাংস্কৃতিক আত্মার স্বর আমরা শুনতে পাই, তার ভিত্তিতে, একক কোনো দলীয় বয়ানের বিপরীতে, ভয়হীন প্রশ্নজাগানিয়া, মুক্তচিন্তা ও কল্পনার সাংস্কৃতিক চর্চাকে বেগবান করুন। বহুবৈচিত্র্যময় শিল্পকলাচর্চার মাধ্যমে একটি শক্তিশালী সিভিল সোসাইটি গড়ে তুলুন, যারা সব ধরনের কর্তৃত্ববাদী শাসনের বিরুদ্ধে সব সময় শিল্পের ভাষায় আপামর জনগণের হৃৎস্পন্দনকে তুলে ধরবে।’",
1728738779-30,https://www.prothomalo.com/entertainment,৮৪ দিন পর,https://www.prothomalo.com/entertainment/drama/ehdpqm9r2c,,"নাটকের দল এথিক–এর দলপ্রধান নাট্যকর ও নির্মাতা রেজানূর রহমান বলেন, ‘অবশেষে শিল্পকলায় নাটকের মঞ্চ খুলছে, এটা নাট্যকর্মীদের জন্য অনেক আনন্দের। বৈষম্যবিরোধী ছাত্র গণ–আন্দোলনের প্রাণশক্তিকে গুরুত্ব দিয়ে এবার মঞ্চপাড়া জেগে উঠুক, এই প্রত্যাশা আমাদের সবার। আমাদের দলের নাটক ‘রাজদ্রোহী’–তে সমাজ ও রাষ্ট্রের সব ক্ষেত্রে বৈষম্য বিলোপের কথাই বলা হয়েছে।’",
1728738779-31,https://www.prothomalo.com/entertainment,৮৪ দিন পর,https://www.prothomalo.com/entertainment/drama/ehdpqm9r2c,,"বাংলাদেশ থিয়েটারের দলনেতা খন্দকার শাহ আলম প্রথম আলোকে বলেন, ‘আমাদের দম বন্ধ হয়ে আসছিল। সংস্কৃতি অঙ্গনে একধরনের শূন্যতা বিরাজ করছিল। নতুন ডিজিকে ধন্যবাদ। দায়িত্ব গ্রহণের পর দ্রুততম সময়ের মধ্যে তিনি শিল্পকলা একাডেমি সংস্কৃতিকর্মীদের জন্য খুলে দেওয়ার ব্যবস্থা করেছেন। সংস্কৃতিচর্চার কেন্দ্র বন্ধ থাকলে সংস্কৃতিকর্মীদের মধ্যে হতাশা আরও বাড়ত, এতে অশুভ শক্তি সুযোগ নিত। আমার বিশ্বাস, ধীরে ধীরে পুরোদমে শিল্পকলা একাডেমি খুলবে, সারা দেশে সংস্কৃতিচর্চা বাড়বে। এটা খুব জরুরি।’ তিনি জানান, সী-মোরগ নাটকের সর্বশেষ শো হয়েছিল ২০২৩ সালের নভেম্বর মাসে, সেটা ছিল ৩০০তম মঞ্চায়ন।",
1728738779-32,https://www.prothomalo.com/entertainment,৮৪ দিন পর,https://www.prothomalo.com/entertainment/drama/ehdpqm9r2c,,"বৈষম্যবিরোধী আন্দোলন ও ছাত্র-জনতার অভ্যুত্থানের পর বাংলাদেশের সার্বিক নিরাপত্তার স্বার্থে শিল্পকলা একাডেমির জাতীয় নাট্যশালার বিভিন্ন কক্ষে সেনাবাহিনীর বিভিন্ন স্তরের কর্মকর্তা ও সেনাসদস্যরা অবস্থান করছিলেন। এ কারণে ৫ আগস্ট–পরবর্তী সময় থেকে জাতীয় নাট্যশালার মিলনায়তন, মহড়াকক্ষ সাংস্কৃতিক সংগঠনকে বরাদ্দ দেওয়া হয়নি। সম্প্রতি শিল্পকলা একাডেমি কর্তৃপক্ষ জাতীয় নাট্যশালার মূল থিয়েটার হল এবং ১ ও ২ নম্বর কক্ষ নাটক ও মহড়ার জন্য সীমিত পরিসরে খুলে দেওয়ার ঘোষণা দেয়। হল ও মহড়াকক্ষ বরাদ্দের ক্ষেত্রে বিদ্যমান নীতিমালার পাশাপাশি বিরাজমান পরিস্থিতি বিবেচনায় বিশেষ কিছু সতর্কতা অবলম্বন করার সিদ্ধান্ত জানিয়েছে একাডেমি।",
1728738779-33,https://www.prothomalo.com/entertainment,৮৪ দিন পর,https://www.prothomalo.com/entertainment/drama/ehdpqm9r2c,,,https://images.prothomalo.com/prothomalo-bangla%2F2024-10-11%2Fixnkqufc%2FNatok-9.jpeg?rect=0%2C0%2C1313%2C875&auto=format%2Ccompress&fmt=webp&format=webp&w=640&dpr=1.0
1728738781-34,https://www.prothomalo.com/entertainment,তৃতীয় বিয়ে নিয়ে মুখ খুললেন শাকিব খান,https://www.prothomalo.com/entertainment/dhallywood/6iuwvy6nq2,তৃতীয় বিয়ে নিয়ে মুখ খুললেন শাকিব খান,,
1728738781-35,https://www.prothomalo.com/entertainment,তৃতীয় বিয়ে নিয়ে মুখ খুললেন শাকিব খান,https://www.prothomalo.com/entertainment/dhallywood/6iuwvy6nq2,,"দুই দিন আগেই নতুন টিজার প্রকাশ করে নির্মাতা অনন্য মামুন জানিয়েছেন, শাকিব খানের ‘দরদ’ মুক্তি পাবে আগামী ১৫ নভেম্বর। এদিকে চলতি মাসেই ‘বরবাদ’ নামে আরেকটি সিনেমার শুটিং শুরু করবেন ঢাকাই সিনেমার এই শীর্ষ নায়ক। নিজের কাজ ও ব্যক্তিগত নানা প্রসঙ্গে পশ্চিমবঙ্গের আনন্দবাজার পত্রিকাকে সাক্ষাৎকার দিয়েছেন শাকিব। সেখানে তিনি কথা বলেছেন তৃতীয় বিয়ে প্রসঙ্গেও।",
1728738781-36,https://www.prothomalo.com/entertainment,তৃতীয় বিয়ে নিয়ে মুখ খুললেন শাকিব খান,https://www.prothomalo.com/entertainment/dhallywood/6iuwvy6nq2,,"‘আঘাত তো দিয়েছেই। কোনো ভাঙনই তো সুখের নয়। যতটুকু হয়েছে, হয়তো সেটুকুই হওয়ার ছিল। “লাইফ ইজ আ জার্নি।” এই যাত্রায় অনেকের সঙ্গে দেখা হয়, পরিচয় হয়। আমার জীবনে দুজন (অপু-বুবলী) মানুষ অতীত, এটা আগেও বলেছি। অতীত হিসেবে তাঁরা থাকুক। এসব নিয়ে আমার আক্ষেপ-ভ্রুক্ষেপ কিছুই নেই। যা হয়েছে হয়তো ভালোর জন্য হয়েছে।’ বারবার সম্পর্ক ভাঙা কতটা আঘাত দিয়েছে জানতে চাইলে এভাবেই প্রতিক্রিয়া জানান শাকিব খান।",
1728738781-37,https://www.prothomalo.com/entertainment,তৃতীয় বিয়ে নিয়ে মুখ খুললেন শাকিব খান,https://www.prothomalo.com/entertainment/dhallywood/6iuwvy6nq2,,"তিনি এ–ও জানান, তারপরও পরিবার, দর্শকের ভালোবাসায় ভালো আছেন তিনি। শাকিবের ভাষ্যে, ‘আমার দুই সন্তান, মা–বাবা, বোন ও তার পরিবার, কিছু কাছের আপন মানুষ, আমার ব্যবসায়িক প্রতিষ্ঠান এবং দেশ–বিদেশের কোটি কোটি ভালোবাসার মানুষ রয়েছে, যাঁরা আমাকে অঢেল ভালোবাসা দেন; তাঁদের সবাইকে নিয়ে আমি খুব ভালো আছি।’",
1728738781-38,https://www.prothomalo.com/entertainment,তৃতীয় বিয়ে নিয়ে মুখ খুললেন শাকিব খান,https://www.prothomalo.com/entertainment/dhallywood/6iuwvy6nq2,,"একই সাক্ষাৎকারে বহুল চর্চিত তৃতীয় বিয়ে নিয়েও কথা বলেন শাকিব। ‘শোনা যাচ্ছে শাকিব খান নাকি ফের বিয়ে করবেন?’ এমন প্রশ্নের উত্তরে শাকিব বলেন, ‘মানুষ একা থাকতে পারে না।",
